AnimalID,Age_Days,sex,fertile
A668788,120,Male,Y
A669953,120,Female,N
A707160,180,Female,N
A680221,150,Female,N
A717414,365,Male,N
A673594,730,Female,N
A679694,30,Female,Y
A717045,2,Female,Y
A707099,330,Male,N
A679933,30,Male,N
A694500,3285,Female,N
A664638,30,Female,Y
A676459,2190,Male,N
A684924,120,Female,Y
A677659,120,Female,N
A712535,240,Male,N
A682804,730,Female,N
A707882,4380,Female,Y
A682088,2,Male,Y
A678640,2190,Female,N
A699339,120,Female,N
A674494,730,Female,N
A665897,365,Female,Y
A680247,210,Male,N
A664815,365,Female,N
A671748,2555,Male,N
A678895,60,Male,N
A690940,120,Female,N
A714322,5110,Male,Y
A362967,3285,Female,N
A696976,3650,Female,N
A706765,1,Unknown,Unknown
A670928,270,Female,N
A700959,1095,Female,N
A719262,2920,Female,N
A691739,180,Male,N
A688949,1095,Male,Y
A679459,1095,Male,N
A696357,150,Female,N
A694690,2920,Female,N
A675403,150,Female,Y
A710005,365,Male,N
A674518,5110,Female,N
A697724,730,Male,N
A710074,1095,Unknown,Unknown
A682513,730,Female,N
A682769,1825,Male,Y
A701168,3285,Male,N
A711575,30,Male,Y
A690524,60,Female,N
A696957,2920,Male,N
A665029,120,Female,Y
A690345,365,Female,N
A664925,1095,Female,N
A711582,365,Female,N
A692156,60,Male,N
A697743,365,Male,N
A621537,2190,Male,N
A666799,365,Female,Y
A693528,365,Male,N
A690363,4,Male,Y
A695893,365,Female,N
A680917,2,Male,Y
A711937,4015,Male,N
A705525,60,Male,N
A673432,240,Female,N
A675111,210,Female,Y
A706642,30,Male,Y
A659835,270,Male,N
A684895,365,Male,N
A697819,120,Male,N
A684379,730,Male,N
A694444,120,Male,N
A677416,1095,Male,N
A716072,365,Female,N
A717701,2920,Male,N
A667062,730,Male,N
A676840,365,Female,N
A661789,730,Male,N
A677030,730,Male,N
A716242,60,Male,N
A692267,30,Male,Y
A692257,60,Female,N
A674274,365,Male,Y
A704422,60,Male,N
A677545,1825,Female,N
A706206,1460,Female,N
A711736,150,Male,N
A667104,365,Male,N
A716278,1825,Female,N
A720669,210,Female,N
A686741,3,Male,Y
A696971,365,Male,N
A710626,4,Female,Y
A667021,180,Female,Y
A665719,60,Female,N
A688427,1095,Male,N
A707736,1460,Male,N
A707517,2555,Male,N
A665614,365,Male,Y
A675079,5475,Male,N
A674580,60,Female,N
A698293,365,Female,N
A705826,30,Female,Y
A678832,3,Unknown,Unknown
A677919,730,Male,N
A685475,2920,Female,N
A685831,365,Female,N
A698201,30,Male,N
A662437,150,Male,N
A704291,90,Male,N
A666853,2190,Male,N
A688753,3,Female,Y
A680251,120,Male,N
A693734,180,Female,N
A702968,3,Female,Y
A668981,4380,Male,Y
A676947,1095,Female,N
A663998,365,Female,N
A693225,120,Female,N
A679582,60,Female,N
A714549,1460,Male,Y
A710414,1,Unknown,Unknown
A707888,60,Male,N
A700649,1460,Female,N
A673660,120,Female,N
A688532,3,Male,Y
A679534,2,Male,Y
A698684,730,Male,N
A704062,730,Female,N
A720368,730,Male,N
A683722,2,Female,Y
A704302,365,Female,N
A710259,30,Male,N
A715186,60,Female,N
A698198,30,Female,N
A693503,730,Male,N
A662814,1460,Male,N
A683802,60,Male,N
A702851,60,Female,N
A672678,1460,Female,N
A719495,1825,Female,Y
A519025,2190,Male,N
A679440,4,Male,Y
A659078,365,Female,N
A694156,60,Female,N
A712340,2190,Male,Y
A689154,30,Male,Y
A714715,730,Male,Y
A685990,60,Male,N
A713834,1825,Female,N
A669397,365,Female,N
A711590,30,Female,Y
A702204,3,Female,Y
A658733,365,Male,N
A713234,365,Female,N
A699249,3,Unknown,Unknown
A701056,365,Female,N
A702239,240,Female,N
A700549,30,Female,N
A680234,365,Female,N
A668221,730,Male,N
A720424,1825,Male,N
A671111,150,Male,N
A548939,2555,Male,N
A684753,90,Female,N
A717476,730,Male,N
A673082,1825,Male,N
A691246,365,Male,N
A676768,730,Male,N
A683262,365,Male,N
A704865,30,Male,Y
A717030,730,Male,N
A700172,300,Male,N
A663725,120,Female,Y
A689041,2,Female,Y
A684233,60,Female,N
A696734,365,Male,Y
A694022,30,Female,Y
A695358,365,Male,N
A711125,120,Male,N
A668542,330,Female,N
A664263,1,Male,Y
A669832,60,Male,Y
A667468,3285,Male,Y
A711117,60,Female,N
A679572,30,Male,N
A666539,365,Female,N
A714051,30,Male,Y
A679357,730,Unknown,Unknown
A678589,60,Male,N
A704235,1095,Male,N
A678852,5840,Female,N
A689724,60,Male,N
A720334,60,Male,N
A698292,2555,Male,N
A688049,365,Male,N
A675840,730,Male,N
A673832,730,Male,N
A687905,60,Female,Y
A688657,300,Male,N
A706952,90,Male,N
A718461,1460,Male,N
A712370,60,Female,N
A676758,365,Male,N
A690085,150,Female,N
A692666,240,Female,N
A710830,730,Female,Y
A700795,90,Male,N
A666756,730,Female,N
A708365,365,Male,N
A710814,730,Male,N
A681237,730,Female,Y
A692857,365,Male,Y
A686938,4,Male,Y
A683333,730,Female,N
A665022,60,Female,N
A688804,240,Male,N
A699693,730,Male,Y
A680484,60,Female,N
A703975,730,Female,N
A671139,4,Male,Y
A709356,730,Female,N
A697586,60,Female,N
A699555,730,Male,Y
A680039,60,Female,N
A692577,90,Male,Y
A674876,60,Male,N
A686364,365,Male,N
A680049,60,Female,Y
A664467,240,Male,N
A702518,4380,Male,Y
A683651,60,Female,N
A549098,2190,Female,N
A708998,90,Female,N
A690336,1460,Male,N
A709032,4380,Female,N
A693555,730,Female,N
A688603,3,Male,Y
A673521,240,Female,N
A716097,1095,Female,N
A673846,90,Female,Y
A706027,60,Male,N
A664692,2190,Male,N
A718835,730,Male,N
A715054,730,Female,N
A672239,180,Male,N
A673596,5475,Male,N
A692637,120,Male,N
A671371,365,Male,N
A712748,30,Female,Y
A705778,2,Female,Y
A704958,730,Male,Y
A666783,60,Male,N
A671090,60,Male,N
A711265,1825,Male,N
A717468,730,Female,N
A666908,3650,Female,N
A717913,60,Female,N
A706278,4745,Male,Y
A668686,730,Female,N
A718063,730,Male,N
A673114,730,Male,N
A676112,365,Female,Y
A674434,90,Male,N
A683792,90,Female,Y
A705436,30,Male,Y
A702500,1095,Male,N
A713719,60,Male,N
A685032,3,Female,Y
A716573,730,Female,N
A709201,30,Male,N
A717517,60,Male,N
A692181,730,Male,Y
A708090,730,Male,N
A594259,1095,Female,N
A667291,730,Female,Y
A675842,365,Male,N
A717904,90,Male,N
A683523,30,Female,Y
A715093,60,Female,N
A683598,90,Female,N
A718066,1095,Female,N
A655042,150,Male,N
A688334,730,Female,N
A682848,60,Female,Y
A666200,120,Male,N
A666818,60,Male,N
A693603,2920,Male,N
A685832,365,Female,N
A716043,60,Female,N
A701762,1095,Female,Y
A715503,60,Male,N
A685556,210,Male,N
A690035,180,Male,N
A693151,1460,Male,N
A697880,1095,Female,N
A702724,5840,Female,N
A666958,90,Female,N
A459859,2920,Male,N
A679007,3,Male,Y
A673289,365,Female,N
A691697,730,Male,Y
A698104,730,Male,N
A672459,5840,Male,N
A712933,120,Female,N
A709364,60,Female,N
A693121,730,Male,N
A679304,300,Female,N
A714738,1460,Male,Y
A707799,1825,Male,N
A692547,730,Female,N
A562030,4745,Female,N
A707625,60,Female,N
A693947,5110,Male,N
A712569,2190,Male,N
A714344,120,Female,N
A720025,3650,Male,N
A687325,60,Male,N
A704542,30,Male,Y
A715518,120,Female,Y
A705092,730,Male,Y
A681484,365,Male,Y
A716833,1825,Male,N
A671126,60,Male,N
A682161,180,Male,N
A712389,365,Female,Y
A682143,2190,Male,Y
A715341,30,Male,Y
A696740,730,Female,N
A682618,1825,Male,N
A704544,60,Female,N
A673938,60,Male,N
A705850,730,Male,Y
A649946,2920,Male,N
A690362,4,Female,Y
A688280,2920,Female,N
A668490,90,Unknown,Unknown
A673988,1460,Male,N
A679493,270,Male,N
A654071,365,Male,N
A680274,730,Male,N
A696204,300,Male,N
A671587,120,Female,Y
A679653,60,Male,N
A712002,4,Female,Y
A713531,365,Male,N
A682868,30,Male,Y
A664715,730,Male,N
A701014,330,Female,N
A634279,730,Female,N
A693883,2190,Male,N
A670828,1095,Female,N
A687759,730,Male,N
A695859,730,Female,N
A704846,365,Female,N
A702445,30,Female,Y
A678163,3,Unknown,Unknown
A415823,4380,Male,N
A481727,2920,Male,N
A699678,730,Female,Y
A675577,365,Male,Y
A695174,60,Female,Y
A666097,90,Male,N
A694990,180,Unknown,Unknown
A717110,210,Female,N
A678968,1,Female,Y
A693642,365,Male,N
A674583,730,Male,N
A680994,3,Male,Y
A706693,365,Unknown,Unknown
A672143,60,Female,N
A675725,1460,Female,N
A692848,365,Male,Y
A711692,1,Male,Y
A698799,2920,Female,N
A702564,210,Female,Y
A680835,730,Female,Y
A705131,240,Male,N
A666190,1095,Female,Y
A717365,365,Female,N
A671939,730,Female,N
A661383,1825,Female,N
A655852,1460,Male,N
A705256,60,Unknown,Unknown
A694512,60,Male,N
A701667,1460,Male,Y
A710444,120,Male,N
A667756,150,Female,Y
A704828,90,Male,N
A700154,1095,Female,N
A663824,240,Female,N
A677710,210,Male,N
A718567,1825,Female,Y
A710972,730,Female,N
A691884,300,Male,N
A718149,4745,Male,N
A682160,3,Female,Y
A667005,120,Male,Y
A670173,90,Female,N
A679453,30,Female,Y
A675249,300,Female,Y
A670172,90,Female,N
A718493,30,Female,N
A682267,30,Male,Y
A654375,150,Female,N
A719829,730,Female,N
A683571,1,Male,Y
A703862,365,Female,Y
A697378,30,Female,N
A675950,240,Female,N
A714405,2920,Female,Y
A702865,730,Male,N
A718100,180,Male,N
A696500,365,Male,Y
A677915,2,Female,Y
A683121,90,Female,Y
A706065,4,Female,Y
A674923,30,Female,N
A702283,2,Unknown,Unknown
A659152,1825,Male,N
A700146,150,Male,N
A677856,120,Female,N
A690433,365,Male,N
A681532,3,Male,Y
A712920,730,Male,N
A711960,4745,Male,N
A586033,2190,Male,N
A685788,730,Male,N
A716571,1460,Male,Y
A708980,60,Male,N
A689801,30,Male,N
A664372,60,Male,Y
A677215,365,Male,N
A673861,3,Male,Y
A714719,3,Unknown,Unknown
A696418,365,Male,N
A670462,365,Male,N
A700242,2555,Female,Y
A496789,2555,Female,N
A695026,1095,Female,N
A710991,240,Male,N
A689609,365,Male,N
A703102,4,Unknown,Unknown
A695576,730,Male,N
A713689,60,Female,N
A682640,730,Female,N
A561188,3650,Female,N
A675027,730,Male,Y
A690832,180,Female,Y
A677918,2555,Male,N
A714971,90,Male,N
A685203,30,Male,N
A692690,330,Male,N
A667874,1825,Female,N
A715155,2,Male,Y
A708192,365,Female,Y
A717114,1095,Male,N
A618691,730,Female,N
A711805,1095,Male,N
A661599,5110,Male,N
A719020,90,Male,N
A667066,4380,Female,Y
A673410,120,Female,N
A695656,30,Male,Y
A674197,365,Male,N
A693783,2190,Male,N
A680769,2,Unknown,Unknown
A719189,730,Female,N
A720800,240,Female,N
A701837,6,Unknown,Unknown
A696706,1095,Male,Y
A687665,2,Male,Y
A638625,1095,Male,N
A664050,90,Male,N
A691867,150,Male,Y
A704095,60,Female,Y
A682147,90,Female,N
A674489,730,Female,N
A688734,1825,Male,Y
A665493,1825,Male,N
A661698,90,Male,N
A681528,365,Male,Y
A717739,730,Male,N
A717556,1460,Female,N
A706452,60,Female,Y
A700771,60,Male,Y
A674668,1,Male,Y
A680289,730,Female,N
A720884,210,Female,N
A671351,365,Male,N
A720499,2190,Male,N
A710606,1460,Male,N
A686093,120,Female,N
A699968,1095,Female,N
A523532,4380,Female,Y
A715190,2190,Male,N
A672124,730,Male,N
A652564,2190,Male,N
A693249,60,Male,N
A708882,3,Unknown,Unknown
A678628,30,Female,Y
A707377,2555,Female,N
A716499,1,Male,Y
A691756,365,Male,N
A710932,730,Male,Y
A684741,120,Male,Y
A667544,365,Male,Y
A679881,1825,Male,N
A668791,4745,Male,N
A630443,1095,Female,N
A712405,90,Female,Y
A699607,365,Male,Y
A703907,4,Male,Y
A674230,365,Unknown,Unknown
A699010,365,Male,Y
A715520,730,Unknown,Unknown
A688096,365,Female,N
A465426,3650,Female,N
A694726,240,Female,N
A701688,30,Female,N
A699108,365,Male,N
A682493,730,Male,N
A671725,30,Female,N
A704903,120,Male,N
A685564,60,Female,N
A689658,365,Female,N
A665654,120,Female,N
A676876,90,Female,Y
A690750,365,Female,Y
A679664,30,Female,N
A674881,150,Male,N
A714171,150,Female,Y
A700606,60,Male,N
A710862,365,Male,N
A715088,365,Female,N
A680491,90,Female,N
A695582,270,Male,N
A686671,150,Male,N
A687390,365,Unknown,Unknown
A690171,365,Male,N
A669497,730,Female,N
A683027,30,Female,N
A691419,2555,Female,N
A694032,60,Male,N
A688942,120,Male,Y
A689408,90,Female,N
A682611,30,Female,N
A709160,60,Male,N
A673108,1460,Female,N
A691298,730,Male,Y
A671253,180,Female,N
A666764,365,Female,N
A684767,60,Male,N
A692088,365,Female,N
A427442,3650,Female,N
A710963,365,Female,Y
A670808,365,Female,Y
A717503,730,Male,N
A700083,120,Male,N
A678777,60,Female,N
A688952,2,Female,Y
A367438,5840,Female,N
A690930,365,Male,N
A717775,1825,Female,Y
A702292,60,Male,N
A698207,2555,Male,Y
A704918,60,Female,N
A667422,30,Female,Y
A685399,2920,Male,N
A668750,730,Male,N
A701677,4,Unknown,Unknown
A709541,365,Male,N
A706383,1825,Male,N
A671716,150,Male,N
A652857,365,Male,N
A719587,300,Male,N
A685702,2920,Male,N
A688078,60,Unknown,Unknown
A667597,365,Female,N
A669494,365,Female,N
A706626,60,Male,N
A706788,365,Male,N
A708853,4,Male,Y
A668610,1460,Female,N
A690018,365,Female,N
A701282,2920,Female,N
A710834,60,Female,Y
A681164,2,Male,Y
A688021,1825,Male,N
A703917,60,Male,N
A657713,1460,Female,N
A716924,270,Female,N
A445694,3285,Female,N
A667088,365,Female,N
A709543,30,Male,Y
A671436,30,Male,N
A715189,2555,Male,N
A682521,365,Female,N
A693901,730,Female,N
A693684,1825,Male,N
A676135,1460,Male,N
A672008,365,Male,N
A684746,1460,Female,Y
A702465,30,Male,Y
A668421,730,Male,N
A718094,730,Male,N
A715050,730,Male,N
A471015,2555,Male,N
A666439,730,Female,N
A665565,1095,Female,N
A676440,1,Female,Y
A679640,730,Male,N
A668634,365,Male,N
A681041,2,Unknown,Unknown
A715588,365,Male,Y
A675353,270,Unknown,Unknown
A697667,4015,Female,N
A675038,730,Female,Y
A718059,2555,Female,N
A537247,2190,Male,Y
A691064,210,Female,Y
A693749,730,Female,Y
A673852,1095,Female,N
A705871,60,Male,N
A703239,1095,Female,Y
A674917,730,Female,N
A676759,3,Female,Y
A698790,730,Female,N
A670044,1095,Male,Y
A686914,240,Female,N
A695734,730,Female,N
A686980,60,Female,N
A712166,3,Unknown,Unknown
A716632,730,Female,N
A698939,30,Female,N
A688370,2,Female,Y
A681440,210,Female,N
A674218,365,Male,N
A702282,150,Female,Y
A708675,150,Female,N
A664168,5475,Male,N
A699792,30,Male,Y
A705342,3,Female,Y
A699931,3650,Female,N
A716645,60,Male,N
A678724,3,Male,Y
A704755,60,Male,N
A689124,3285,Male,Y
A712778,240,Male,N
A681136,1,Unknown,Unknown
A684609,60,Female,N
A720549,365,Female,Y
A717009,365,Male,N
A666162,730,Male,Y
A673394,1825,Female,N
A668575,270,Female,Y
A685238,180,Male,Y
A669773,1825,Male,Y
A665400,60,Male,N
A706513,730,Female,N
A669900,365,Female,N
A701129,730,Male,Y
A687826,1095,Male,N
A702812,2920,Female,N
A717142,365,Male,N
A666714,30,Female,Y
A671629,1460,Female,N
A706514,30,Male,Y
A685561,1460,Female,N
A674386,730,Male,N
A689080,365,Female,N
A679769,365,Male,N
A697006,730,Female,Y
A674925,300,Female,N
A688461,730,Male,N
A679533,1095,Female,Y
A669759,240,Female,N
A680987,60,Male,N
A686564,3,Female,Y
A680896,365,Male,N
A689060,180,Unknown,Unknown
A689436,730,Female,N
A666760,365,Female,N
A693034,365,Female,N
A694577,2190,Male,N
A680744,210,Female,Y
A716054,3,Female,Y
A713078,120,Female,N
A708768,730,Female,N
A712008,365,Female,N
A713233,300,Male,N
A719223,4015,Female,N
A719506,1095,Female,N
A671045,2190,Unknown,Unknown
A697481,1095,Male,N
A708147,150,Female,Y
A687397,60,Male,N
A686719,60,Male,N
A680269,60,Female,N
A698752,365,Male,N
A684465,60,Female,N
A683343,365,Female,Y
A677524,730,Female,N
A672199,365,Female,Y
A700646,730,Female,N
A670094,3650,Female,N
A688914,330,Female,N
A700822,330,Male,N
A716018,150,Male,Y
A692008,730,Female,N
A716136,1095,Male,N
A682849,60,Male,N
A664546,365,Female,N
A691641,4,Male,Y
A715474,365,Female,N
A694790,270,Female,Y
A719277,90,Female,Y
A680421,180,Female,N
A720590,4380,Female,Y
A707797,730,Male,Y
A691498,730,Female,N
A684276,1,Male,Y
A691536,180,Male,N
A707290,365,Male,N
A720175,1825,Male,N
A694382,90,Female,N
A704455,60,Female,Y
A712026,3,Unknown,Unknown
A712530,90,Female,N
A713032,300,Male,Y
A687812,90,Male,Y
A666524,730,Male,N
A714802,120,Female,N
A698046,1460,Female,N
A663917,365,Female,N
A706152,60,Female,Y
A705946,30,Female,N
A689971,365,Female,N
A717958,330,Male,Y
A717467,365,Female,N
A685296,730,Male,N
A672623,365,Male,Y
A639095,2555,Male,N
A665974,60,Female,N
A686541,60,Female,Y
A709308,730,Male,N
A710553,120,Female,N
A717932,4015,Female,N
A687662,2,Female,Y
A661561,3650,Male,N
A604480,1460,Female,N
A696841,365,Female,N
A679857,365,Male,Y
A668919,365,Male,N
A691395,150,Unknown,Unknown
A713545,180,Male,N
A663928,1460,Male,N
A691337,730,Female,Y
A698047,270,Male,N
A667049,2190,Male,N
A625787,5110,Male,Y
A368930,3650,Female,N
A677246,4,Female,Y
A705864,60,Male,N
A710100,1460,Female,N
A714387,730,Female,N
A644592,330,Female,N
A690005,3650,Male,Y
A703137,3285,Male,Y
A714009,60,Male,N
A714146,60,Female,Y
A698938,1460,Female,N
A712108,3,Female,Y
A714512,30,Male,N
A652387,1825,Male,N
A697191,365,Unknown,Unknown
A673928,1095,Female,N
A674425,2920,Female,N
A719105,3650,Female,N
A718742,150,Female,N
A680559,60,Female,Y
A692566,30,Male,Y
A559090,2190,Male,N
A690029,1095,Unknown,Unknown
A715380,2,Female,Y
A706137,90,Male,N
A719075,1825,Male,N
A719279,3285,Female,N
A700237,1095,Male,N
A716979,90,Female,N
A695906,60,Male,N
A676495,365,Male,N
A685509,3,Male,Y
A668685,365,Female,N
A709085,150,Female,N
A669745,60,Female,N
A716105,365,Male,Y
A716503,1,Female,Y
A684636,730,Female,N
A518264,1825,Male,N
A696539,180,Male,N
A704556,120,Male,N
A720535,60,Male,N
A685891,90,Male,Y
A693743,1460,Male,N
A703081,3,Male,Y
A702203,3,Female,Y
A706619,365,Female,N
A690844,2190,Female,N
A700282,1825,Male,N
A680209,730,Female,N
A690474,3,Female,Y
A670832,730,Male,N
A706273,60,Female,N
A678955,120,Female,N
A682536,120,Male,N
A696497,120,Male,N
A706774,730,Unknown,Unknown
A666814,60,Male,N
A719226,90,Male,Y
A705800,365,Male,N
A720486,240,Female,N
A674694,1825,Male,N
A675581,30,Male,Y
A671555,210,Female,Y
A711416,2,Unknown,Unknown
A711342,90,Male,N
A684495,1460,Female,N
A678736,1,Male,Y
A677072,365,Male,N
A689212,365,Male,N
A718245,730,Male,N
A709553,120,Male,N
A675188,730,Male,N
A698969,365,Female,N
A696449,1095,Male,N
A684211,300,Male,N
A680715,730,Female,N
A668209,1095,Female,Y
A671517,150,Female,Y
A684090,330,Female,N
A663530,730,Male,N
A675335,1460,Female,N
A688803,1095,Female,N
A666896,30,Female,Y
A695636,30,Female,N
A676355,730,Male,N
A707355,30,Female,Y
A678965,3,Female,Y
A666592,730,Male,N
A719176,4380,Male,Y
A708443,365,Female,N
A666091,60,Male,N
A697686,2920,Female,N
A672346,365,Female,Y
A664625,730,Male,Y
A673393,730,Male,N
A677633,2,Unknown,Unknown
A667550,1825,Female,N
A704429,6,Unknown,Unknown
A698971,1825,Male,N
A674662,4,Female,Y
A705357,2,Unknown,Unknown
A667861,1095,Male,N
A694547,365,Male,N
A713157,30,Male,N
A663550,90,Male,N
A700114,365,Female,N
A459318,1095,Male,N
A701074,4,Male,Y
A489704,5110,Male,N
A667467,4380,Female,N
A673327,730,Female,N
A700255,1460,Male,N
A715385,1825,Female,N
A692837,30,Male,N
A678253,210,Female,N
A711745,2920,Male,N
A681218,90,Male,N
A688093,1825,Male,N
A658404,240,Male,N
A678087,90,Female,N
A693321,2190,Female,N
A670005,150,Female,N
A680810,60,Female,N
A699490,120,Male,N
A678349,730,Female,N
A666629,730,Male,N
A665102,60,Female,N
A701373,30,Male,N
A699871,365,Male,N
A716334,730,Female,N
A697151,730,Female,N
A691699,150,Female,Y
A712078,120,Female,N
A702980,2,Unknown,Unknown
A667404,1095,Female,N
A685798,1460,Female,N
A673007,365,Male,N
A665444,30,Female,Y
A685615,30,Female,Y
A663342,365,Male,N
A666212,90,Male,N
A702505,4,Female,Y
A688151,1825,Male,N
A712995,2920,Male,Y
A697876,730,Male,N
A673866,300,Male,Y
A695182,2555,Male,N
A682187,2,Male,Y
A670502,1825,Female,N
A680485,60,Female,N
A685992,60,Male,Y
A715044,3650,Male,N
A707692,30,Female,Y
A720461,180,Female,N
A679410,6,Male,Y
A700655,2,Unknown,Unknown
A696116,365,Female,N
A685283,1,Male,Y
A683945,1,Female,Y
A709485,730,Male,N
A669504,180,Male,N
A701346,1095,Female,Y
A684464,60,Male,N
A718583,365,Male,N
A719091,730,Male,N
A626771,730,Male,N
A695688,365,Male,N
A696153,30,Male,N
A682469,3,Male,Y
A683434,270,Male,Y
A710276,1825,Female,Y
A711469,60,Female,N
A710835,730,Male,N
A664720,2190,Female,N
A678339,2920,Female,N
A671577,365,Male,N
A718523,150,Female,Y
A668580,365,Male,Y
A534959,2920,Female,N
A489464,2920,Female,N
A705066,60,Female,N
A718056,2190,Female,Y
A708713,730,Female,N
A705602,1095,Female,Y
A676343,2,Female,Y
A702706,90,Male,N
A705146,4745,Male,N
A677889,330,Male,N
A668058,270,Male,N
A668218,60,Female,N
A667827,120,Male,Y
A704728,730,Female,N
A678820,0,Unknown,Unknown
A683584,2920,Female,N
A697680,60,Male,Y
A697252,365,Male,N
A705516,60,Female,N
A707920,730,Female,N
A685109,60,Male,N
A698264,365,Female,N
A691682,1095,Female,N
A491810,2920,Female,N
A435209,3285,Female,N
A673040,1,Female,Y
A699788,270,Female,N
A678143,1460,Female,N
A679511,1825,Female,N
A665708,120,Female,N
A669370,1095,Male,N
A720494,30,Female,N
A708977,2,Male,Y
A712219,730,Unknown,Unknown
A666916,90,Male,N
A718793,4380,Male,N
A706507,5,Unknown,Unknown
A694052,2,Male,Y
A618957,1095,Male,N
A677555,730,Female,N
A689949,1095,Male,N
A696225,1825,Female,N
A719061,240,Male,N
A661830,365,Female,Y
A717890,1460,Male,Y
A678214,60,Male,N
A692321,2920,Female,N
A666866,3285,Female,N
A672416,30,Female,Y
A717402,730,Female,N
A699857,120,Female,N
A699793,2920,Female,N
A719076,90,Female,Y
A714623,1825,Male,N
A700773,3,Unknown,Unknown
A590362,1460,Male,N
A695794,365,Female,N
A690122,180,Female,N
A717782,5475,Male,N
A663962,730,Female,Y
A677628,60,Male,N
A638819,3650,Female,N
A687660,60,Female,Y
A692464,330,Female,N
A673937,60,Male,Y
A714086,365,Female,Y
A680504,730,Female,Y
A713850,210,Male,N
A697358,120,Female,N
A708875,60,Male,N
A688547,120,Female,N
A710343,60,Male,N
A673777,365,Female,Y
A689748,365,Male,N
A699832,3650,Male,N
A693440,365,Male,N
A664509,270,Female,N
A669384,5475,Female,N
A587006,1825,Male,N
A654719,1825,Female,N
A694740,730,Male,Y
A709212,210,Female,N
A688423,365,Male,N
A701478,1,Female,Y
A719464,365,Female,N
A688522,30,Male,Y
A679472,60,Female,Y
A679116,90,Male,N
A655608,1825,Male,N
A688839,365,Male,N
A673613,60,Male,N
A679663,30,Female,N
A675016,365,Female,N
A681522,2190,Female,Y
A689456,730,Female,N
A671164,150,Male,N
A693012,365,Male,N
A665085,365,Male,N
A690642,330,Female,Y
A714119,60,Male,N
A717188,3285,Male,N
A705390,730,Female,N
A576186,1460,Male,N
A693361,1460,Male,N
A710934,730,Female,N
A708922,5110,Female,N
A695028,90,Female,N
A682596,120,Male,N
A704198,30,Unknown,Unknown
A702969,3,Female,Y
A699963,240,Female,N
A692930,1095,Male,Y
A711021,60,Male,Y
A671913,365,Male,N
A670903,60,Male,N
A692981,60,Female,N
A719365,1460,Female,N
A678193,730,Female,N
A708364,270,Male,Y
A679076,3,Male,Y
A559477,2555,Male,Y
A668601,730,Female,N
A668345,365,Female,Y
A679470,60,Male,Y
A716081,730,Male,Y
A690854,270,Female,N
A701803,3,Female,Y
A672368,2555,Female,N
A682554,30,Female,Y
A679157,30,Male,N
A692593,150,Male,N
A715861,730,Female,N
A700569,365,Male,N
A711460,1,Unknown,Unknown
A686315,365,Male,N
A705853,30,Male,Y
A718414,2190,Male,N
A669881,365,Female,N
A683869,60,Male,N
A702539,60,Female,N
A685890,240,Female,N
A680301,365,Female,N
A668746,730,Male,Y
A681012,240,Male,N
A698757,1095,Male,N
A694228,365,Male,N
A719231,730,Male,Y
A669179,60,Male,Y
A716153,300,Male,N
A679964,3650,Female,Y
A672808,60,Male,N
A678831,3,Unknown,Unknown
A669898,60,Female,N
A670632,365,Male,Y
A696776,1095,Male,N
A714170,2920,Male,N
A664555,30,Male,N
A710644,1095,Female,N
A597665,1825,Female,N
A696581,240,Female,N
A717993,240,Male,N
A674957,1825,Unknown,Unknown
A677630,2,Unknown,Unknown
A492808,2920,Male,N
A683235,365,Male,N
A694071,90,Male,N
A703593,730,Male,N
A667078,60,Male,N
A698155,1825,Male,N
A700911,2,Female,Y
A710516,60,Female,N
A671138,1095,Male,Y
A715101,365,Female,N
A682389,730,Male,N
A683813,1460,Female,N
A678028,90,Female,Y
A679362,1460,Female,N
A669424,365,Female,N
A687129,1,Female,Y
A577584,2555,Female,N
A666390,1095,Female,N
A691248,300,Male,N
A704496,30,Male,Y
A688848,2920,Female,N
A681985,60,Female,Y
A672650,365,Male,N
A684634,365,Female,N
A679279,1095,Male,N
A678003,90,Male,Y
A692219,730,Female,N
A710776,1460,Male,Y
A699725,150,Male,N
A682059,60,Male,N
A672084,365,Female,N
A701142,1,Unknown,Unknown
A678348,90,Female,N
A700724,365,Female,N
A700377,730,Male,N
A703175,1095,Male,N
A712525,3,Unknown,Unknown
A540171,2190,Male,N
A681271,3,Female,Y
A697930,4380,Female,N
A689419,730,Female,N
A691378,1095,Female,Y
A677278,365,Female,N
A680923,3650,Female,N
A667178,730,Female,N
A373219,1825,Female,N
A685905,60,Female,N
A679575,1095,Male,N
A672485,730,Male,N
A668534,60,Male,Y
A699486,365,Female,Y
A674205,4380,Male,N
A717537,180,Female,N
A685094,90,Female,Y
A704053,730,Female,Y
A716073,240,Male,Y
A581356,1095,Male,N
A695432,365,Female,Y
A697821,730,Female,N
A689062,1825,Female,Y
A698593,365,Male,N
A714916,60,Female,N
A702862,730,Female,N
A704516,1,Female,Y
A682584,365,Male,N
A703343,1,Unknown,Unknown
A683848,1095,Male,Y
A709305,120,Male,Y
A711289,365,Female,N
A718524,150,Female,Y
A649773,730,Male,N
A664196,2920,Female,N
A695227,90,Female,N
A708247,5475,Female,Y
A681185,90,Male,N
A693291,60,Female,N
A709062,60,Male,N
A669119,730,Male,Y
A669471,1095,Male,N
A708412,3,Unknown,Unknown
A668224,1095,Male,N
A705869,60,Female,N
A592707,1825,Female,N
A663953,150,Male,N
A677722,365,Female,Y
A716166,60,Female,N
