AnimalID,mixed,hairtype
A686109,1,shorthair
A686110,1,otherhair
A686112,1,otherhair
A686113,1,otherhair
A686118,1,shorthair
A686122,1,shorthair
A686124,1,shorthair
A686125,1,shorthair
A686128,1,otherhair
A686129,1,otherhair
A686131,1,otherhair
A686135,1,otherhair
A686136,1,shorthair
A686138,1,shorthair
A686139,1,shorthair
A686140,1,otherhair
A686141,1,shorthair
A686142,1,otherhair
A686143,1,shorthair
A686144,1,shorthair
A686147,1,shorthair
A686149,1,otherhair
A686151,1,shorthair
A686152,1,otherhair
A686153,1,otherhair
A686154,0,otherhair
A686155,1,otherhair
A686156,1,otherhair
A686157,1,otherhair
A686161,0,shorthair
A686163,0,shorthair
A686167,1,otherhair
A686168,1,otherhair
A686172,1,otherhair
A686173,1,otherhair
A686179,1,shorthair
A686180,1,shorthair
A686182,1,shorthair
A686184,1,shorthair
A686185,1,otherhair
A686186,1,otherhair
A686187,1,shorthair
A686189,1,shorthair
A686190,1,shorthair
A686191,1,shorthair
A686194,1,shorthair
A686196,1,shorthair
A686199,1,shorthair
A686202,1,otherhair
A686203,1,otherhair
A686205,1,shorthair
A686207,1,shorthair
A686208,1,shorthair
A686209,1,shorthair
A686210,1,shorthair
A686211,1,otherhair
A686212,1,shorthair
A686213,1,shorthair
A686215,1,shorthair
A686216,1,otherhair
A686217,1,otherhair
A686218,1,otherhair
A686220,1,otherhair
A686221,1,shorthair
A686225,1,otherhair
A686229,0,otherhair
A686231,1,otherhair
A686232,1,otherhair
A686233,1,shorthair
A686235,1,shorthair
A686245,1,shorthair
A686254,1,shorthair
A686256,1,otherhair
A686260,1,shorthair
A686261,1,shorthair
A686263,1,otherhair
A686264,1,shorthair
A686265,1,otherhair
A686266,1,shorthair
A686267,1,shorthair
A686268,1,shorthair
A686270,1,otherhair
A686271,1,shorthair
A686283,1,otherhair
A686286,1,shorthair
A686293,1,otherhair
A686294,1,otherhair
A686296,1,otherhair
A686297,1,otherhair
A686300,1,otherhair
A686302,0,longhair
A686303,1,otherhair
A686306,1,otherhair
A686307,1,shorthair
A686308,1,shorthair
A686309,1,shorthair
A686315,1,otherhair
A686316,1,otherhair
A686319,1,otherhair
A686320,1,otherhair
A686324,1,shorthair
A686325,1,shorthair
A686326,1,shorthair
A686327,1,shorthair
A686328,1,shorthair
A686329,1,shorthair
A686330,1,shorthair
A686334,1,otherhair
A686339,1,otherhair
A686348,1,shorthair
A686349,1,otherhair
A686360,1,shorthair
A686362,1,shorthair
A686364,1,otherhair
A686366,1,shorthair
A686372,1,otherhair
A686377,1,otherhair
A686385,1,shorthair
A686386,1,otherhair
A686389,1,shorthair
A686390,1,otherhair
A686391,1,otherhair
A686393,1,otherhair
A686394,1,otherhair
A686397,1,otherhair
A686398,1,otherhair
A686403,1,otherhair
A686404,1,shorthair
A686405,1,shorthair
A686406,1,shorthair
A686407,1,longhair
A686408,1,shorthair
A686409,1,shorthair
A686410,1,otherhair
A686411,1,shorthair
A686415,1,otherhair
A686416,1,otherhair
A686417,1,shorthair
A686435,1,otherhair
A686436,0,otherhair
A686437,1,otherhair
A686440,1,shorthair
A686441,1,shorthair
A686451,1,otherhair
A686453,1,otherhair
A686454,1,shorthair
A686455,1,shorthair
A686456,1,shorthair
A686457,1,shorthair
A686458,0,otherhair
A686459,1,shorthair
A686464,1,otherhair
A686467,1,otherhair
A686477,1,otherhair
A686494,1,shorthair
A686495,1,shorthair
A686496,1,shorthair
A686497,1,shorthair
A686501,1,shorthair
A686504,0,otherhair
A686511,1,otherhair
A686513,1,otherhair
A686520,1,shorthair
A686521,1,otherhair
A686523,1,shorthair
A686524,1,shorthair
A686525,1,shorthair
A686526,1,shorthair
A686527,1,otherhair
A686528,1,otherhair
A686530,1,otherhair
A686532,1,otherhair
A686533,1,shorthair
A686534,1,shorthair
A686535,1,shorthair
A686537,1,longhair
A686538,1,otherhair
A686539,1,otherhair
A686541,1,shorthair
A686542,1,shorthair
A686543,1,otherhair
A686544,0,otherhair
A686546,1,otherhair
A686548,1,longhair
A686549,1,shorthair
A686550,1,shorthair
A686551,1,shorthair
A686553,1,otherhair
A686556,1,shorthair
A686558,1,otherhair
A686559,1,shorthair
A686560,1,shorthair
A686562,1,shorthair
A686564,1,shorthair
A686565,1,shorthair
A686576,1,otherhair
A686582,1,otherhair
A686584,1,otherhair
A686587,1,shorthair
A686592,0,otherhair
A686594,1,otherhair
A686595,1,otherhair
A686597,1,otherhair
A686599,1,shorthair
A686600,1,otherhair
A686602,1,shorthair
A686603,1,shorthair
A686607,1,otherhair
A686610,1,otherhair
A686611,1,otherhair
A686612,1,otherhair
A686614,1,otherhair
A686615,1,shorthair
A686616,1,otherhair
A686619,1,shorthair
A686620,1,shorthair
A686623,1,shorthair
A686625,1,shorthair
A686628,1,otherhair
A686629,1,otherhair
A686630,1,otherhair
A686631,1,otherhair
A686632,1,shorthair
A686634,1,otherhair
A686635,1,otherhair
A686636,1,otherhair
A686637,1,shorthair
A686639,1,shorthair
A686645,1,shorthair
A686647,1,shorthair
A686648,1,otherhair
A686649,1,otherhair
A686666,1,otherhair
A686667,1,shorthair
A686668,1,shorthair
A686670,1,shorthair
A686671,1,otherhair
A686672,1,otherhair
A686674,1,longhair
A686675,1,otherhair
A686678,1,shorthair
A686679,1,otherhair
A686682,1,shorthair
A686684,1,otherhair
A686689,0,otherhair
A686690,1,otherhair
A686691,1,otherhair
A686692,1,otherhair
A686693,1,otherhair
A686695,1,shorthair
A686696,1,shorthair
A686697,1,shorthair
A686699,1,shorthair
A686700,1,otherhair
A686701,1,shorthair
A686702,1,shorthair
A686703,1,shorthair
A686704,1,shorthair
A686705,1,longhair
A686713,1,shorthair
A686715,1,otherhair
A686716,0,otherhair
A686717,1,otherhair
A686719,1,shorthair
A686720,1,shorthair
A686722,1,shorthair
A686723,1,shorthair
A686726,1,shorthair
A686733,1,otherhair
A686735,1,shorthair
A686736,1,shorthair
A686737,1,otherhair
A686738,1,otherhair
A686739,1,shorthair
A686740,1,shorthair
A686741,1,shorthair
A686742,1,shorthair
A686743,1,shorthair
A686744,1,shorthair
A686746,1,shorthair
A686747,1,shorthair
A686749,1,shorthair
A686753,1,shorthair
A686757,1,shorthair
A686758,1,shorthair
A686759,1,shorthair
A686765,1,shorthair
A686768,1,shorthair
A686771,1,otherhair
A686773,1,otherhair
A686776,0,otherhair
A686777,1,shorthair
A686782,1,shorthair
A686783,1,longhair
A686784,1,shorthair
A686785,1,otherhair
A686794,1,otherhair
A686795,1,shorthair
A686802,1,otherhair
A686803,1,otherhair
A686804,1,otherhair
A686806,1,otherhair
A686808,1,otherhair
A686809,1,shorthair
A686810,1,shorthair
A686811,1,shorthair
A686812,0,otherhair
A686818,1,otherhair
A686821,1,otherhair
A686827,1,shorthair
A686829,1,shorthair
A686830,1,shorthair
A686834,1,shorthair
A686836,1,otherhair
A686839,1,otherhair
A686840,1,otherhair
A686841,1,otherhair
A686842,0,otherhair
A686843,1,otherhair
A686849,1,shorthair
A686850,1,shorthair
A686853,1,otherhair
A686856,1,otherhair
A686857,1,shorthair
A686861,1,shorthair
A686862,1,shorthair
A686864,1,otherhair
A686866,1,shorthair
A686867,1,shorthair
A686869,1,otherhair
A686870,1,otherhair
A686871,1,otherhair
A686873,1,shorthair
A686874,1,otherhair
A686878,1,shorthair
A686879,1,shorthair
A686880,1,shorthair
A686881,1,shorthair
A686882,1,otherhair
A686884,1,otherhair
A686887,1,shorthair
A686888,1,shorthair
A686889,1,otherhair
A686890,1,otherhair
A686891,1,shorthair
A686892,1,shorthair
A686893,1,shorthair
A686895,1,otherhair
A686897,1,shorthair
A686899,1,otherhair
A686900,1,shorthair
A686901,1,otherhair
A686903,1,shorthair
A686907,1,shorthair
A686911,1,shorthair
A686913,1,otherhair
A686914,1,otherhair
A686918,1,otherhair
A686920,1,otherhair
A686921,1,shorthair
A686923,1,otherhair
A686924,1,longhair
A686925,1,otherhair
A686926,1,shorthair
A686927,0,otherhair
A686928,0,otherhair
A686935,1,shorthair
A686936,1,shorthair
A686938,1,shorthair
A686939,1,shorthair
A686941,1,shorthair
A686942,1,shorthair
A686947,1,otherhair
A686951,1,shorthair
A686952,1,shorthair
A686953,1,shorthair
A686955,1,otherhair
A686958,1,otherhair
A686959,1,shorthair
A686960,1,otherhair
A686961,1,shorthair
A686962,1,otherhair
A686964,1,otherhair
A686971,1,shorthair
A686972,1,shorthair
A686974,1,otherhair
A686975,1,shorthair
A686978,1,otherhair
A686980,1,shorthair
A686982,1,shorthair
A686987,1,otherhair
A686991,1,shorthair
A686994,1,shorthair
A686996,1,shorthair
A686997,1,shorthair
A686999,1,otherhair
A687000,1,otherhair
A687001,1,otherhair
A687003,1,longhair
A687004,1,otherhair
A687005,1,shorthair
A687007,1,shorthair
A687009,1,shorthair
A687010,1,shorthair
A687011,1,otherhair
A687012,1,otherhair
A687015,1,shorthair
A687016,1,shorthair
A687017,1,shorthair
A687018,1,shorthair
A687019,1,otherhair
A687024,1,shorthair
A687025,1,otherhair
A687027,1,otherhair
A687029,1,shorthair
A687030,1,shorthair
A687031,1,shorthair
A687032,1,otherhair
A687033,1,otherhair
A687036,1,otherhair
A687037,1,shorthair
A687039,1,shorthair
A687042,1,shorthair
A687043,1,otherhair
A687047,1,otherhair
A687049,1,shorthair
A687050,1,shorthair
A687051,1,shorthair
A687052,1,shorthair
A687053,1,otherhair
A687054,1,otherhair
A687055,1,otherhair
A687056,1,shorthair
A687057,1,shorthair
A687061,1,otherhair
A687062,1,shorthair
A687063,1,shorthair
A687066,1,otherhair
A687068,1,shorthair
A687069,1,shorthair
A687070,1,shorthair
A687071,1,shorthair
A687072,1,shorthair
A687075,1,shorthair
A687076,1,shorthair
A687077,1,otherhair
A687078,1,otherhair
A687081,1,otherhair
A687082,1,shorthair
A687084,1,otherhair
A687085,1,otherhair
A687088,1,otherhair
A687090,1,otherhair
A687092,1,shorthair
A687093,1,otherhair
A687094,1,otherhair
A687095,1,otherhair
A687096,1,otherhair
A687101,1,shorthair
A687106,1,shorthair
A687108,0,otherhair
A687112,1,shorthair
A687118,1,otherhair
A687122,1,otherhair
A687123,0,shorthair
A687129,1,otherhair
A687130,1,otherhair
A687132,0,otherhair
A687139,1,shorthair
A687142,1,shorthair
A687143,1,shorthair
A687144,1,shorthair
A687145,1,shorthair
A687146,1,shorthair
A687147,1,shorthair
A687148,1,shorthair
A687156,1,otherhair
A687159,1,otherhair
A687160,1,shorthair
A687161,1,shorthair
A687162,1,shorthair
A687163,1,otherhair
A687165,1,shorthair
A687166,1,otherhair
A687168,1,otherhair
A687172,1,shorthair
A687173,1,otherhair
A687175,0,otherhair
A687176,1,shorthair
A687179,1,otherhair
A687180,1,shorthair
A687183,1,shorthair
A687185,1,shorthair
A687187,1,otherhair
A687188,1,otherhair
A687199,1,otherhair
A687201,1,shorthair
A687202,1,shorthair
A687203,1,shorthair
A687205,1,otherhair
A687207,1,shorthair
A687208,1,otherhair
A687209,1,otherhair
A687212,1,otherhair
A687213,1,otherhair
A687214,1,otherhair
A687215,1,otherhair
A687217,1,otherhair
A687218,1,otherhair
A687219,1,otherhair
A687224,0,otherhair
A687225,1,shorthair
A687227,1,otherhair
A687228,1,otherhair
A687230,1,otherhair
A687231,1,otherhair
A687233,1,shorthair
A687234,1,otherhair
A687236,1,shorthair
A687239,1,otherhair
A687240,1,otherhair
A687241,1,otherhair
A687244,1,otherhair
A687245,1,shorthair
A687248,1,otherhair
A687252,1,otherhair
A687253,1,otherhair
A687254,1,otherhair
A687256,1,shorthair
A687258,1,shorthair
A687259,1,shorthair
A687261,1,otherhair
A687262,1,otherhair
A687263,1,otherhair
A687264,1,otherhair
A687266,1,shorthair
A687267,1,shorthair
A687276,1,shorthair
A687278,1,shorthair
A687279,1,shorthair
A687281,1,shorthair
A687291,0,otherhair
A687292,1,shorthair
A687295,1,otherhair
A687296,1,otherhair
A687298,1,shorthair
A687301,1,shorthair
A687302,0,otherhair
A687303,1,shorthair
A687304,1,shorthair
A687306,1,otherhair
A687309,1,otherhair
A687312,1,otherhair
A687313,1,shorthair
A687316,1,otherhair
A687318,1,longhair
A687319,1,otherhair
A687320,1,shorthair
A687323,1,shorthair
A687325,1,shorthair
A687326,1,longhair
A687327,1,otherhair
A687328,1,otherhair
A687330,1,otherhair
A687331,1,otherhair
A687333,1,shorthair
A687336,1,otherhair
A687338,1,shorthair
A687341,1,otherhair
A687344,1,otherhair
A687345,1,otherhair
A687354,1,otherhair
A687356,1,otherhair
A687357,1,otherhair
A687358,1,shorthair
A687360,1,otherhair
A687362,1,otherhair
A687363,0,shorthair
A687364,1,otherhair
A687373,1,shorthair
A687374,1,otherhair
A687375,1,otherhair
A687376,1,otherhair
A687377,1,shorthair
A687378,1,shorthair
A687380,1,otherhair
A687381,1,otherhair
A687385,1,otherhair
A687386,1,shorthair
A687389,1,shorthair
A687390,1,shorthair
A687391,1,otherhair
A687392,1,shorthair
A687393,1,shorthair
A687394,1,otherhair
A687397,1,otherhair
A687398,1,otherhair
A687399,1,otherhair
A687402,1,shorthair
A687403,1,shorthair
A687404,1,shorthair
A687409,1,otherhair
A687410,1,shorthair
A687411,1,shorthair
A687412,1,otherhair
A687415,1,otherhair
A687416,1,otherhair
A687417,1,shorthair
A687418,1,shorthair
A687421,1,otherhair
A687422,1,otherhair
A687423,1,otherhair
A687430,1,otherhair
A687432,1,shorthair
A687433,1,otherhair
A687434,1,shorthair
A687435,1,shorthair
A687436,1,shorthair
A687437,1,shorthair
A687438,1,shorthair
A687439,1,shorthair
A687441,1,otherhair
A687451,1,shorthair
A687457,1,otherhair
A687458,1,shorthair
A687460,1,otherhair
A687473,1,otherhair
A687478,1,shorthair
A687480,1,otherhair
A687482,1,longhair
A687485,1,otherhair
A687492,1,shorthair
A687494,1,shorthair
A687496,1,shorthair
A687497,1,shorthair
A687499,1,shorthair
A687500,1,shorthair
A687502,1,shorthair
A687503,1,otherhair
A687506,1,shorthair
A687507,1,otherhair
A687511,1,otherhair
A687512,1,shorthair
A687513,1,shorthair
A687515,1,shorthair
A687516,1,shorthair
A687517,1,shorthair
A687521,1,shorthair
A687529,1,otherhair
A687530,1,otherhair
A687531,1,otherhair
A687534,1,shorthair
A687535,1,otherhair
A687536,1,shorthair
A687538,1,otherhair
A687539,1,otherhair
A687541,1,otherhair
A687542,1,shorthair
A687544,1,shorthair
A687550,1,shorthair
A687551,1,shorthair
A687552,1,otherhair
A687553,1,otherhair
A687554,1,otherhair
A687555,1,otherhair
A687557,1,otherhair
A687558,1,shorthair
A687559,1,shorthair
A687560,1,otherhair
A687562,1,otherhair
A687564,1,otherhair
A687566,1,otherhair
A687570,1,shorthair
A687573,1,shorthair
A687574,1,otherhair
A687579,1,shorthair
A687580,1,otherhair
A687582,1,otherhair
A687583,1,otherhair
A687584,1,shorthair
A687585,1,shorthair
A687587,1,otherhair
A687588,1,shorthair
A687592,1,otherhair
A687593,1,shorthair
A687594,1,shorthair
A687596,1,otherhair
A687597,1,otherhair
A687599,1,otherhair
A687601,1,otherhair
A687602,1,otherhair
A687604,1,shorthair
A687606,1,otherhair
A687608,1,shorthair
A687609,1,shorthair
A687614,1,otherhair
A687624,1,otherhair
A687630,1,shorthair
A687631,1,shorthair
A687633,1,otherhair
A687641,1,shorthair
A687643,1,shorthair
A687647,1,longhair
A687651,1,shorthair
A687654,1,otherhair
A687655,1,otherhair
A687657,1,otherhair
A687658,1,otherhair
A687659,1,otherhair
A687660,1,otherhair
A687661,1,otherhair
A687662,1,shorthair
A687663,1,shorthair
A687664,1,shorthair
A687665,1,shorthair
A687666,1,shorthair
A687667,1,otherhair
A687670,1,shorthair
A687674,1,shorthair
A687675,1,otherhair
A687677,1,otherhair
A687679,1,otherhair
A687680,1,shorthair
A687683,1,shorthair
A687687,1,otherhair
A687689,1,otherhair
A687690,1,shorthair
A687691,1,shorthair
A687693,1,otherhair
A687694,1,otherhair
A687695,1,otherhair
A687697,1,otherhair
A687698,1,otherhair
A687699,1,otherhair
A687710,1,otherhair
A687713,1,otherhair
A687716,1,otherhair
A687717,1,otherhair
A687720,1,otherhair
A687721,1,longhair
A687722,1,otherhair
A687723,1,otherhair
A687725,0,shorthair
A687730,1,shorthair
A687731,1,shorthair
A687733,1,shorthair
A687734,1,shorthair
A687738,1,otherhair
A687740,1,shorthair
A687741,1,otherhair
A687743,0,otherhair
A687744,1,shorthair
A687748,1,otherhair
A687749,1,shorthair
A687750,1,shorthair
A687753,1,shorthair
A687754,1,shorthair
A687757,1,shorthair
A687758,1,otherhair
A687759,0,otherhair
A687761,1,otherhair
A687764,1,shorthair
A687765,1,shorthair
A687766,1,shorthair
A687767,1,shorthair
A687768,1,shorthair
A687769,1,shorthair
A687771,1,shorthair
A687772,1,shorthair
A687773,1,shorthair
A687774,1,shorthair
A687781,1,otherhair
A687782,1,otherhair
A687785,1,otherhair
A687786,1,otherhair
A687787,0,otherhair
A687788,0,otherhair
A687789,1,otherhair
A687790,1,shorthair
A687791,0,otherhair
A687792,1,otherhair
A687795,1,shorthair
A687796,1,shorthair
A687802,1,longhair
A687803,1,otherhair
A687810,1,otherhair
A687811,1,otherhair
A687812,1,otherhair
A687813,0,otherhair
A687822,1,otherhair
A687826,1,otherhair
A687827,1,otherhair
A687829,1,shorthair
A687830,1,shorthair
A687831,1,shorthair
A687833,1,shorthair
A687841,1,shorthair
A687843,1,otherhair
A687844,1,otherhair
A687852,1,shorthair
A687853,0,otherhair
A687860,1,otherhair
A687861,0,otherhair
A687862,1,otherhair
A687863,1,otherhair
A687866,1,shorthair
A687869,1,otherhair
A687870,1,otherhair
A687875,1,shorthair
A687876,1,shorthair
A687879,1,shorthair
A687880,1,otherhair
A687881,1,shorthair
A687885,1,otherhair
A687888,1,otherhair
A687890,1,shorthair
A687894,1,otherhair
A687897,1,shorthair
A687900,1,shorthair
A687903,1,shorthair
A687905,1,shorthair
A687906,1,otherhair
A687907,1,shorthair
A687909,1,shorthair
A687911,1,longhair
A687914,1,longhair
A687915,1,otherhair
A687916,1,otherhair
A687918,1,longhair
A687919,1,longhair
A687922,1,otherhair
A687923,1,shorthair
A687926,1,shorthair
A687927,1,shorthair
A687930,0,shorthair
A687933,1,shorthair
A687936,1,shorthair
A687941,1,shorthair
A687942,1,shorthair
A687943,1,shorthair
A687945,1,shorthair
A687946,1,shorthair
A687951,1,otherhair
A687954,1,otherhair
A687956,1,otherhair
A687959,0,otherhair
A687963,1,otherhair
A687964,1,otherhair
A687965,1,shorthair
A687966,1,shorthair
A687984,1,shorthair
A687985,1,otherhair
A687987,1,otherhair
A687989,1,shorthair
A687990,1,shorthair
A687991,1,shorthair
A687993,0,otherhair
A687994,0,otherhair
A687995,1,shorthair
A687997,1,shorthair
A687998,1,shorthair
A687999,1,otherhair
A688003,1,shorthair
A688004,1,shorthair
A688005,1,shorthair
A688008,0,otherhair
A688011,1,shorthair
A688013,1,otherhair
A688021,1,shorthair
A688022,1,otherhair
A688024,1,shorthair
A688025,1,otherhair
A688026,1,otherhair
A688027,1,otherhair
A688028,1,otherhair
A688029,1,shorthair
A688031,1,shorthair
A688032,1,otherhair
A688034,1,otherhair
A688036,1,shorthair
A688037,1,otherhair
A688039,1,shorthair
A688045,1,otherhair
A688046,1,otherhair
A688047,1,shorthair
A688049,1,otherhair
A688053,1,shorthair
A688056,1,otherhair
A688058,1,otherhair
A688059,1,shorthair
A688060,1,shorthair
A688061,0,otherhair
A688062,1,otherhair
A688064,1,otherhair
A688065,1,otherhair
A688066,1,otherhair
A688067,1,shorthair
A688068,1,shorthair
A688069,1,shorthair
A688071,1,otherhair
A688072,1,shorthair
A688073,1,shorthair
A688074,1,otherhair
A688075,1,shorthair
A688078,1,shorthair
A688080,1,shorthair
A688081,1,otherhair
A688084,1,otherhair
A688085,1,otherhair
A688086,1,shorthair
A688087,1,otherhair
A688088,1,otherhair
A688089,1,otherhair
A688090,1,shorthair
A688091,1,shorthair
A688093,1,otherhair
A688095,0,otherhair
A688096,1,shorthair
A688100,1,shorthair
A688101,1,shorthair
A688102,1,shorthair
A688103,1,shorthair
A688105,0,shorthair
A688106,0,shorthair
A688107,1,otherhair
A688108,1,shorthair
A688110,1,shorthair
A688111,0,otherhair
A688112,1,otherhair
A688117,1,otherhair
A688122,1,otherhair
A688125,1,shorthair
A688126,1,otherhair
A688129,1,otherhair
A688130,1,otherhair
A688132,1,shorthair
A688133,1,otherhair
A688134,1,shorthair
A688135,1,shorthair
A688136,1,otherhair
A688139,1,otherhair
A688140,1,otherhair
A688141,0,otherhair
A688142,1,shorthair
A688144,1,otherhair
A688145,1,otherhair
A688146,1,otherhair
A688147,1,shorthair
A688148,1,otherhair
A688151,0,otherhair
A688154,1,otherhair
A688160,1,otherhair
A688162,1,otherhair
A688163,1,otherhair
A688164,1,otherhair
A688168,1,shorthair
A688174,1,shorthair
A688178,1,shorthair
A688181,1,otherhair
A688190,1,otherhair
A688191,1,otherhair
A688192,1,otherhair
A688196,1,otherhair
A688197,1,otherhair
A688200,1,shorthair
A688202,1,shorthair
A688204,1,otherhair
A688207,1,shorthair
A688208,1,shorthair
A688211,1,shorthair
A688214,1,shorthair
A688215,1,shorthair
A688216,1,otherhair
A688218,1,otherhair
A688220,1,otherhair
A688221,1,otherhair
A688222,1,otherhair
A688223,1,otherhair
A688224,1,otherhair
A688226,1,shorthair
A688227,1,otherhair
A688231,1,shorthair
A688232,1,otherhair
A688234,1,shorthair
A688235,1,shorthair
A688236,1,otherhair
A688241,1,otherhair
A688252,1,otherhair
A688253,1,otherhair
A688254,1,otherhair
A688260,1,shorthair
A688261,1,shorthair
A688262,1,otherhair
A688263,1,otherhair
A688264,1,otherhair
A688267,1,shorthair
A688270,1,shorthair
A688271,1,shorthair
A688273,1,shorthair
A688278,1,shorthair
A688280,1,otherhair
A688281,1,otherhair
A688282,1,otherhair
A688284,1,otherhair
A688285,1,shorthair
A688287,1,longhair
A688290,1,shorthair
A688291,1,shorthair
A688299,1,shorthair
A688300,1,shorthair
A688304,1,shorthair
A688305,1,shorthair
A688306,1,longhair
A688308,1,otherhair
A688309,1,otherhair
A688310,1,otherhair
A688313,1,shorthair
A688316,1,shorthair
A688317,1,shorthair
A688318,1,otherhair
A688321,1,shorthair
A688322,1,otherhair
A688327,1,otherhair
A688330,1,shorthair
A688332,1,otherhair
A688333,1,shorthair
A688334,1,shorthair
A688335,1,otherhair
A688336,1,otherhair
A688339,1,otherhair
A688340,1,shorthair
A688342,1,otherhair
A688344,1,shorthair
A688345,1,shorthair
A688346,0,otherhair
A688347,1,otherhair
A688348,1,otherhair
A688349,1,shorthair
A688350,1,shorthair
A688352,1,otherhair
A688354,1,otherhair
A688365,1,otherhair
A688366,1,shorthair
A688367,1,shorthair
A688368,1,shorthair
A688369,1,shorthair
A688370,1,shorthair
A688371,1,otherhair
A688372,1,otherhair
A688377,1,otherhair
A688378,1,otherhair
A688384,1,otherhair
A688385,1,otherhair
A688387,1,otherhair
A688390,1,otherhair
A688391,1,shorthair
A688393,0,otherhair
A688399,1,otherhair
A688401,1,otherhair
A688402,1,shorthair
A688404,1,shorthair
A688407,1,otherhair
A688408,1,otherhair
A688410,1,shorthair
A688412,1,shorthair
A688413,1,shorthair
A688414,0,otherhair
A688415,1,shorthair
A688416,1,shorthair
A688423,1,otherhair
A688427,1,otherhair
A688428,1,shorthair
A688429,1,otherhair
A688430,1,otherhair
A688431,1,otherhair
A688433,1,shorthair
A688434,1,otherhair
A688436,1,otherhair
A688437,1,otherhair
A688439,1,shorthair
A688440,1,longhair
A688441,1,shorthair
A688443,1,shorthair
A688444,1,shorthair
A688445,1,shorthair
A688447,1,otherhair
A688450,1,otherhair
A688451,1,shorthair
A688452,1,shorthair
A688453,1,shorthair
A688454,1,shorthair
A688455,1,shorthair
A688456,1,shorthair
A688457,1,shorthair
A688459,1,shorthair
A688461,1,shorthair
A688463,1,shorthair
A688464,1,otherhair
A688465,1,otherhair
A688466,1,shorthair
A688467,1,shorthair
A688470,0,longhair
A688471,1,shorthair
A688472,1,shorthair
A688474,1,shorthair
A688477,1,shorthair
A688478,1,otherhair
A688481,1,shorthair
A688484,1,shorthair
A688492,1,otherhair
A688494,1,shorthair
A688501,1,otherhair
A688506,1,otherhair
A688507,1,otherhair
A688509,1,shorthair
A688511,1,shorthair
A688513,1,otherhair
A688514,1,otherhair
A688516,1,otherhair
A688517,1,otherhair
A688518,1,otherhair
A688520,1,shorthair
A688521,1,shorthair
A688522,1,shorthair
A688523,1,shorthair
A688524,1,otherhair
A688525,1,otherhair
A688531,1,otherhair
A688532,1,shorthair
A688533,1,shorthair
A688534,1,otherhair
A688535,1,otherhair
A688536,1,otherhair
A688538,1,otherhair
A688542,1,shorthair
A688543,1,shorthair
A688544,1,shorthair
A688546,1,otherhair
A688547,1,shorthair
A688551,1,otherhair
A688552,1,longhair
A688553,0,otherhair
A688554,1,shorthair
A688555,1,otherhair
A688558,1,shorthair
A688562,1,otherhair
A688566,1,shorthair
A688567,1,shorthair
A688568,1,shorthair
A688569,1,shorthair
A688571,1,otherhair
A688582,1,otherhair
A688584,1,otherhair
A688586,1,otherhair
A688588,1,otherhair
A688593,1,shorthair
A688594,1,shorthair
A688595,1,otherhair
A688599,1,shorthair
A688600,1,shorthair
A688603,1,shorthair
A688604,1,shorthair
A688605,0,otherhair
A688606,1,otherhair
A688608,0,otherhair
A688609,1,shorthair
A688617,1,shorthair
A688618,1,shorthair
A688619,1,shorthair
A688621,1,shorthair
A688622,1,shorthair
A688625,1,shorthair
A688626,1,shorthair
A688627,1,shorthair
A688629,1,shorthair
A688631,1,shorthair
A688632,1,otherhair
A688636,1,shorthair
A688651,1,shorthair
A688652,1,shorthair
A688653,1,shorthair
A688654,1,shorthair
A688657,1,otherhair
A688658,1,shorthair
A688659,0,otherhair
A688660,1,otherhair
A688663,1,otherhair
A688664,0,otherhair
A688665,1,shorthair
A688667,1,otherhair
A688668,1,otherhair
A688669,1,otherhair
A688671,1,otherhair
A688674,1,shorthair
A688676,1,shorthair
A688677,1,shorthair
A688678,1,otherhair
A688680,1,otherhair
A688682,1,otherhair
A688684,1,shorthair
A688685,1,shorthair
A688686,1,shorthair
A688687,1,shorthair
A688689,1,shorthair
A688690,1,otherhair
A688693,0,otherhair
A688700,1,shorthair
A688701,1,shorthair
A688703,1,shorthair
A688710,1,longhair
A688711,1,otherhair
A688713,0,otherhair
A688716,1,shorthair
A688717,1,otherhair
A688718,1,otherhair
A688720,1,otherhair
A688725,1,otherhair
A688728,1,otherhair
A688729,1,otherhair
A688734,1,otherhair
A688736,1,shorthair
A688740,1,shorthair
A688741,1,shorthair
A688744,1,shorthair
A688746,1,shorthair
A688747,1,shorthair
A688748,1,shorthair
A688749,1,shorthair
A688750,1,shorthair
A688751,1,longhair
A688752,1,longhair
A688753,1,longhair
A688756,1,shorthair
A688757,1,shorthair
A688758,1,shorthair
A688759,1,shorthair
A688761,1,shorthair
A688767,1,shorthair
A688769,1,shorthair
A688773,1,otherhair
A688774,1,longhair
A688775,1,otherhair
A688778,1,otherhair
A688782,1,shorthair
A688783,1,shorthair
A688784,1,otherhair
A688785,1,otherhair
A688786,0,otherhair
A688787,1,otherhair
A688790,1,otherhair
A688793,1,otherhair
A688794,1,otherhair
A688803,0,otherhair
A688804,1,otherhair
A688805,1,longhair
A688806,1,otherhair
A688807,1,otherhair
A688808,1,shorthair
A688810,1,otherhair
A688811,1,otherhair
A688812,1,otherhair
A688813,1,otherhair
A688816,1,shorthair
A688818,1,otherhair
A688820,1,otherhair
A688822,1,otherhair
A688823,1,shorthair
A688826,1,otherhair
A688827,1,otherhair
A688830,1,shorthair
A688832,1,shorthair
A688835,1,otherhair
A688836,1,shorthair
A688839,1,otherhair
