"AnimalID","Life_Stage"
"A673338","adult"
"A692436","baby"
"A685773","teenage"
"A691339","teenage"
"A686309","baby"
"A715147","baby"
"A690117","adult"
"A670313","adult"
"A700469","teenage"
"A716762","teenage"
"A698906","baby"
"A693903","teenage"
"A706614","baby"
"A704112","infant"
"A658388","teenage"
"A699879","infant"
"A719384","baby"
"A673217","adult"
"A689700","baby"
"A707180","baby"
"A718652","adult"
"A675019","baby"
"A694507","senior"
"A680436","teenage"
"A704313","baby"
"A650073","teenage"
"A703065","baby"
"A671476","adult"
"A688605","baby"
"A713944","baby"
"A687941","infant"
"A683258","senior"
"A673247","baby"
"A708829","baby"
"A714068","infant"
"A668532","baby"
"A685410","teenage"
"A684347","baby"
"A627909","baby"
"A684996","adult"
"A694478","baby"
"A709666","adult"
"A719069","baby"
"A705791","baby"
"A680777","teenage"
"A699107","adult"
"A678633","baby"
"A707334","baby"
"A673825","baby"
"A678948","adult"
"A718908","teenage"
"A717899","baby"
"A412173","senior"
"A679688","teenage"
"A690881","baby"
"A678306","teenage"
"A701261","infant"
"A704771","baby"
"A714234","baby"
"A647894","adult"
"A687766","infant"
"A690429","baby"
"A698074","baby"
"A697488","teenage"
"A704461","senior"
"A711523","infant"
"A687927","infant"
"A689396","teenage"
"A655387","teenage"
"A642590","teenage"
"A670836","baby"
"A692748","baby"
"A700643","senior"
"A666356","baby"
"A690054","teenage"
"A705158","infant"
"A686892","baby"
"A702485","senior"
"A680434","teenage"
"A719729","baby"
"A593245","adult"
"A666311","baby"
"A690489","baby"
"A716884","teenage"
"A671864","senior"
"A713170","adult"
"A700681","baby"
"A686941","infant"
"A704584","infant"
"A687744","baby"
"A663529","adult"
"A664551","baby"
"A684047","infant"
"A670717","adult"
"A712172","infant"
"A686975","baby"
"A693079","baby"
"A701245","teenage"
"A714513","baby"
"A694508","baby"
"A371102","senior"
"A697165","baby"
"A702814","infant"
"A652773","baby"
"A690876","baby"
"A448819","senior"
"A718813","teenage"
"A690385","senior"
"A672713","baby"
"A672204","baby"
"A719653","infant"
"A711723","infant"
"A686141","senior"
"A685033","infant"
"A691613","baby"
"A705755","baby"
"A667497","baby"
"A704511","adult"
"A693324","adult"
"A715188","adult"
"A621962","adult"
"A682242","baby"
"A713383","baby"
"A694434","baby"
"A693369","teenage"
"A695781","baby"
"A700251","baby"
"A677573","baby"
"A703924","baby"
"A651766","baby"
"A683547","adult"
"A709225","baby"
"A689320","geriatric"
"A698536","baby"
"A684297","baby"
"A684206","baby"
"A695960","teenage"
"A703284","baby"
"A685084","baby"
"A701128","adult"
"A688531","adult"
"A670511","teenage"
"A679744","infant"
"A711704","infant"
"A685081","teenage"
"A681908","baby"
"A688024","adult"
"A687360","baby"
"A709088","baby"
"A718536","teenage"
"A690540","baby"
"A686015","baby"
"A719400","baby"
"A686648","teenage"
"A697322","teenage"
"A699671","baby"
"A687187","baby"
"A702608","baby"
"A711997","baby"
"A650967","teenage"
"A680420","adult"
"A670613","senior"
"A687768","baby"
"A699390","teenage"
"A681230","infant"
"A715264","teenage"
"A663825","baby"
"A665489","baby"
"A705373","infant"
"A670390","senior"
"A667837","teenage"
"A700850","baby"
"A671882","baby"
"A707393","baby"
"A719340","teenage"
"A698131","teenage"
"A674111","senior"
"A713052","infant"
"A718933","baby"
"A487013","senior"
"A705370","infant"
"A688154","teenage"
"A686962","baby"
"A687757","baby"
"A705789","infant"
"A694078","senior"
"A686776","teenage"
"A703955","senior"
"A700041","teenage"
"A676012","senior"
"A711735","baby"
"A681527","baby"
"A676917","baby"
"A708278","baby"
"A717354","baby"
"A670905","baby"
"A716115","teenage"
"A705615","baby"
"A690372","baby"
"A698755","baby"
"A714750","baby"
"A694325","infant"
"A528321","adult"
"A715746","baby"
"A696781","baby"
"A671055","baby"
"A715545","teenage"
"A672324","teenage"
"A705090","baby"
"A701435","infant"
"A709460","senior"
"A670203","teenage"
"A710550","teenage"
"A720807","baby"
"A686840","adult"
"A684654","infant"
"A689936","baby"
"A679711","senior"
"A665567","teenage"
"A673076","adult"
"A682392","baby"
"A704152","teenage"
"A695884","teenage"
"A693963","infant"
"A703959","infant"
"A668327","baby"
"A711759","baby"
"A701219","teenage"
"A609281","adult"
"A679835","adult"
"A710241","teenage"
"A685696","baby"
"A591877","adult"
"A432065","senior"
"A701665","adult"
"A634608","teenage"
"A692479","senior"
"A704316","baby"
"A664927","teenage"
"A712932","baby"
"A716635","baby"
"A710225","teenage"
"A693422","baby"
"A667355","baby"
"A685374","infant"
"A715173","baby"
"A703880","infant"
"A696145","teenage"
"A714800","senior"
"A704174","baby"
"A688908","baby"
"A693570","baby"
"A669245","baby"
"A684300","senior"
"A651543","baby"
"A664734","baby"
"A703387","baby"
"A702787","teenage"
"A684385","infant"
"A720946","baby"
"A689024","adult"
"A670973","baby"
"A698902","teenage"
"A705189","adult"
"A671947","baby"
"A694422","baby"
"A695025","adult"
"A704689","baby"
"A666682","baby"
"A699113","teenage"
"A672658","baby"
"A657795","baby"
"A673736","senior"
"A676653","baby"
"A673201","baby"
"A696668","teenage"
"A626405","adult"
"A666717","adult"
"A691630","baby"
"A714879","baby"
"A676067","teenage"
"A669324","baby"
"A668457","senior"
"A693075","teenage"
"A679438","baby"
"A679045","infant"
"A714260","infant"
"A713871","adult"
"A710738","baby"
"A686982","baby"
"A693542","adult"
"A701934","infant"
"A664671","senior"
"A696924","baby"
"A666576","baby"
"A675809","baby"
"A668594","adult"
"A702328","baby"
"A675456","teenage"
"A673000","baby"
"A689249","baby"
"A680050","baby"
"A655040","baby"
"A698256","teenage"
"A697487","baby"
"A713849","baby"
"A679060","infant"
"A674006","adult"
"A683063","baby"
"A690081","baby"
"A712133","teenage"
"A705933","baby"
"A663396","baby"
"A715174","baby"
"A668771","baby"
"A712536","baby"
"A683824","infant"
"A666618","baby"
"A684559","infant"
"A663257","baby"
"A680966","baby"
"A715345","baby"
"A705101","infant"
"A714810","teenage"
"A688300","baby"
"A702987","baby"
"A712174","infant"
"A716991","teenage"
"A716765","teenage"
"A685786","baby"
"A709760","geriatric"
"A706232","infant"
"A664379","baby"
"A672667","senior"
"A689795","baby"
"A680488","baby"
"A685633","baby"
"A689522","baby"
"A696787","baby"
"A708293","baby"
"A681709","baby"
"A682549","baby"
"A718411","baby"
"A700149","baby"
"A704412","baby"
"A672659","teenage"
"A693593","baby"
"A702222","baby"
"A666381","adult"
"A662288","teenage"
"A686087","baby"
"A674511","teenage"
"A715623","teenage"
"A682473","baby"
"A678818","baby"
"A715089","baby"
"A684369","teenage"
"A720772","teenage"
"A716005","baby"
"A685632","baby"
"A714200","baby"
"A665547","baby"
"A716031","infant"
"A706492","baby"
"A659201","adult"
"A666265","baby"
"A672724","teenage"
"A685980","baby"
"A701269","infant"
"A691845","teenage"
"A661129","baby"
"A679395","baby"
"A691841","adult"
"A689770","infant"
"A691068","teenage"
"A687165","teenage"
"A674693","baby"
"A689491","teenage"
"A705827","infant"
"A710401","baby"
"A697087","teenage"
"A718617","baby"
"A667036","adult"
"A700593","teenage"
"A719150","geriatric"
"A683304","teenage"
"A648243","teenage"
"A716222","baby"
"A687230","teenage"
"A705823","infant"
"A688271","baby"
"A707655","senior"
"A671184","baby"
"A676235","baby"
"A681725","baby"
"A673109","adult"
"A692797","adult"
"A707016","baby"
"A691477","baby"
"A696002","baby"
"A647839","senior"
"A696007","baby"
"A704743","infant"
"A667228","teenage"
"A707369","baby"
"A704849","infant"
"A685429","adult"
"A718881","baby"
"A655417","adult"
"A667275","infant"
"A548154","adult"
"A663896","baby"
"A702860","senior"
"A689077","adult"
"A686841","baby"
"A714314","baby"
"A710615","baby"
"A688668","infant"
"A681110","teenage"
"A697961","baby"
"A665673","infant"
"A705280","baby"
"A707830","baby"
"A703958","infant"
"A688181","senior"
"A685513","adult"
"A711637","infant"
"A689279","teenage"
"A689791","baby"
"A710824","baby"
"A704385","adult"
"A666570","baby"
"A674246","baby"
"A708051","adult"
"A713615","baby"
"A715379","infant"
"A692632","adult"
"A709237","infant"
"A664867","baby"
"A609335","adult"
"A674421","baby"
"A696804","senior"
"A715370","baby"
"A691080","baby"
"A707798","baby"
"A694724","adult"
"A694038","teenage"
"A681894","infant"
"A682490","infant"
"A719052","baby"
"A689411","baby"
"A718124","teenage"
"A699760","teenage"
"A682199","baby"
"A693471","adult"
"A703466","infant"
"A715060","teenage"
"A703921","infant"
"A697276","senior"
"A718305","baby"
"A712824","baby"
"A720342","baby"
"A687722","baby"
"A514005","adult"
"A666283","teenage"
"A669013","adult"
"A695007","adult"
"A666490","baby"
"A681547","senior"
"A677892","teenage"
"A709570","adult"
"A718310","adult"
"A700433","teenage"
"A687207","baby"
"A663736","adult"
"A672770","adult"
"A669080","adult"
"A693067","baby"
"A699406","adult"
"A682039","baby"
"A715756","baby"
"A708372","teenage"
"A690286","teenage"
"A700317","teenage"
"A710756","baby"
"A693063","baby"
"A702136","baby"
"A686802","baby"
"A701987","baby"
"A609637","adult"
"A666913","baby"
"A709252","infant"
"A673457","baby"
"A678365","baby"
"A655212","baby"
"A713135","adult"
"A681086","infant"
"A693799","infant"
"A701204","infant"
"A704124","baby"
"A681157","infant"
"A665143","senior"
"A666066","baby"
"A684764","baby"
"A664253","teenage"
"A699612","teenage"
"A696221","senior"
"A690178","adult"
"A708827","baby"
"A682667","teenage"
"A701927","infant"
"A683279","infant"
"A689628","baby"
"A665861","baby"
"A709743","infant"
"A683801","baby"
"A703148","baby"
"A709758","baby"
"A700129","baby"
"A705151","teenage"
"A680423","baby"
"A699086","baby"
"A672750","baby"
"A677078","adult"
"A670392","baby"
"A545644","adult"
"A700960","baby"
"A703311","infant"
"A692592","adult"
"A685252","infant"
"A671556","baby"
"A677451","teenage"
"A681512","teenage"
"A693692","geriatric"
"A682609","infant"
"A699269","senior"
"A675858","infant"
"A597415","adult"
"A711849","baby"
"A718801","baby"
"A714766","baby"
"A698125","baby"
"A672542","adult"
"A679951","baby"
"A597455","adult"
"A686153","senior"
"A707878","baby"
"A687993","adult"
"A696680","teenage"
"A682945","baby"
"A699472","teenage"
"A692880","baby"
"A684702","baby"
"A709183","teenage"
"A688306","baby"
"A702637","infant"
"A695046","baby"
"A686017","baby"
"A666850","baby"
"A682394","infant"
"A694340","baby"
"A682157","baby"
"A709542","infant"
"A696048","adult"
"A683763","baby"
"A718984","adult"
"A709307","teenage"
"A706551","baby"
"A686467","adult"
"A421087","senior"
"A665474","baby"
"A718161","adult"
"A713629","baby"
"A689615","baby"
"A704486","teenage"
"A676291","teenage"
"A681900","baby"
"A695817","adult"
"A682815","baby"
"A706249","baby"
"A678835","infant"
"A676435","teenage"
"A697605","baby"
"A710373","teenage"
"A672973","baby"
"A672513","baby"
"A716414","adult"
"A698161","baby"
"A679047","infant"
"A706608","infant"
"A698750","adult"
"A616487","adult"
"A703399","senior"
"A678575","adult"
"A623403","senior"
"A706162","baby"
"A709631","teenage"
"A705452","baby"
"A718080","baby"
"A690608","baby"
"A660596","baby"
"A685333","baby"
"A705788","infant"
"A704733","senior"
"A710827","baby"
"A667776","teenage"
"A704289","baby"
"A687024","teenage"
"A702636","infant"
"A672234","baby"
"A684123","baby"
"A692001","baby"
"A651567","baby"
"A682417","baby"
"A708509","baby"
"A711264","infant"
"A687473","infant"
"A712300","baby"
"A699262","teenage"
"A700417","senior"
"A689796","baby"
"A704582","infant"
"A662553","infant"
"A641846","adult"
"A690899","senior"
"A691878","infant"
"A706848","infant"
"A692612","baby"
"A670204","teenage"
"A692516","baby"
"A703473","infant"
"A683906","infant"
"A686079","baby"
"A678178","teenage"
"A714534","baby"
"A700979","adult"
"A675574","teenage"
"A630148","adult"
"A690148","baby"
"A705705","infant"
"A712986","baby"
"A705270","infant"
"A558166","senior"
"A688321","baby"
"A715182","baby"
"A664301","baby"
"A701126","adult"
"A660090","teenage"
"A699675","adult"
"A671538","baby"
"A695543","teenage"
"A705849","baby"
"A675319","baby"
"A702391","baby"
"A720921","adult"
"A683935","baby"
"A597312","adult"
"A687043","baby"
"A669639","teenage"
"A699487","baby"
"A699344","baby"
"A580685","adult"
"A640655","adult"
"A689404","adult"
"A664763","baby"
"A716846","baby"
"A664806","baby"
"A689702","senior"
"A706709","baby"
"A687416","teenage"
"A684463","baby"
"A699302","baby"
"A676790","baby"
"A692613","baby"
"A715063","adult"
"A678112","infant"
"A671698","baby"
"A670181","teenage"
"A694829","teenage"
"A715791","teenage"
"A683278","baby"
"A683868","baby"
"A671102","teenage"
"A708536","teenage"
"A715701","senior"
"A695230","teenage"
"A717270","adult"
"A696301","infant"
"A679607","infant"
"A701085","teenage"
"A683762","baby"
"A711244","baby"
"A692062","baby"
"A684688","baby"
"A716252","adult"
"A658253","teenage"
"A687227","baby"
"A683469","teenage"
"A692916","adult"
"A707703","baby"
"A680522","teenage"
"A685112","teenage"
"A691742","teenage"
"A705968","teenage"
"A670589","baby"
"A717156","teenage"
"A648320","teenage"
"A715321","adult"
"A695303","baby"
"A701753","baby"
"A710023","teenage"
"A716949","baby"
"A671779","baby"
"A700764","baby"
"A697709","adult"
"A718774","teenage"
"A711955","baby"
"A676274","baby"
"A711307","baby"
"A702009","baby"
"A696087","baby"
"A637896","teenage"
"A685920","baby"
"A674634","infant"
"A664968","baby"
"A708938","baby"
"A712224","senior"
"A694147","baby"
"A670503","adult"
"A704911","infant"
"A679581","teenage"
"A694480","baby"
"A707011","senior"
"A684606","teenage"
"A718123","teenage"
"A701332","infant"
"A678763","baby"
"A648138","baby"
"A666838","senior"
"A675896","teenage"
"A713142","baby"
"A677099","baby"
"A678147","baby"
"A665081","senior"
"A674396","adult"
"A702384","adult"
"A675699","senior"
"A692827","teenage"
"A710684","infant"
"A658559","teenage"
"A709982","baby"
"A715745","infant"
"A687687","baby"
"A669176","teenage"
"A681829","infant"
"A701939","adult"
"A672168","infant"
"A715621","baby"
"A706230","adult"
"A660814","teenage"
"A665010","infant"
"A681302","baby"
"A667037","baby"
"A692550","adult"
"A667257","adult"
"A680465","teenage"
"A663696","baby"
"A697278","teenage"
"A695484","teenage"
"A682540","teenage"
"A719289","baby"
"A692783","baby"
"A691672","adult"
"A666902","adult"
"A689620","baby"
"A693416","adult"
"A680511","infant"
"A720956","baby"
"A705889","baby"
"A538585","adult"
"A689245","baby"
"A582945","adult"
"A685548","adult"
"A696009","baby"
"A665620","baby"
"A709442","adult"
"A715816","baby"
"A718730","baby"
"A707367","infant"
"A719942","adult"
"A720150","baby"
"A713864","baby"
"A686078","baby"
"A693319","teenage"
"A666397","teenage"
"A672657","baby"
"A667338","baby"
"A704715","baby"
"A714148","adult"
"A685988","baby"
"A719770","senior"
"A700939","baby"
"A667929","infant"
"A690894","infant"
"A701996","infant"
"A700602","teenage"
"A308771","senior"
"A686191","infant"
"A693769","baby"
"A677168","adult"
"A717754","adult"
"A706702","teenage"
"A700755","baby"
"A680925","infant"
"A668493","teenage"
"A697183","teenage"
"A684580","infant"
"A688130","baby"
"A705160","infant"
"A713342","baby"
"A704491","baby"
"A665043","infant"
"A683158","baby"
"A711571","teenage"
"A616640","teenage"
"A705556","baby"
"A714201","teenage"
"A711424","teenage"
"A668455","baby"
"A670331","teenage"
"A681405","baby"
"A701268","baby"
"A667803","baby"
"A702959","baby"
"A699103","teenage"
"A679907","infant"
"A684192","baby"
"A711651","baby"
"A615779","adult"
"A699979","baby"
"A705177","adult"
"A666075","infant"
"A703604","baby"
"A693142","baby"
"A698808","baby"
"A674710","adult"
"A669281","baby"
"A716363","baby"
"A688062","baby"
"A708476","baby"
"A693827","baby"
"A715557","baby"
"A696255","baby"
"A674532","teenage"
"A715205","adult"
"A714882","baby"
"A686105","baby"
"A694370","baby"
"A685005","baby"
"A719823","baby"
"A682480","baby"
"A675675","baby"
"A707796","adult"
"A713778","senior"
"A719616","baby"
"A711733","baby"
"A656563","teenage"
"A677713","infant"
"A705456","baby"
"A682783","baby"
"A694231","baby"
"A720567","teenage"
"A711744","teenage"
"A660598","teenage"
"A712001","infant"
"A663743","baby"
"A707430","baby"
"A708629","teenage"
"A544831","adult"
"A687557","adult"
"A669103","teenage"
"A668980","teenage"
"A689089","senior"
"A682720","geriatric"
"A678061","baby"
"A688234","baby"
"A676832","baby"
"A668654","teenage"
"A684165","teenage"
"A703241","infant"
"A688235","baby"
"A715080","baby"
"A681402","infant"
"A681533","infant"
"A682807","baby"
"A706444","baby"
"A705523","adult"
"A640424","adult"
"A560060","adult"
"A677156","teenage"
"A694496","teenage"
"A676982","baby"
"A620112","teenage"
"A678788","adult"
"A720544","baby"
"A672308","teenage"
"A678967","infant"
"A706378","teenage"
"A682666","teenage"
"A694426","baby"
"A682749","baby"
"A686672","baby"
"A714137","teenage"
"A676754","infant"
"A687773","infant"
"A676409","baby"
"A645599","teenage"
"A703848","adult"
"A705916","teenage"
"A712427","baby"
"A664373","baby"
"A679980","baby"
"A686587","teenage"
"A696104","teenage"
"A668021","baby"
"A711840","baby"
"A690687","baby"
"A716685","baby"
"A680477","baby"
"A706479","infant"
"A685152","teenage"
"A691387","baby"
"A699530","baby"
"A689402","baby"
"A653641","teenage"
"A661920","baby"
"A709600","senior"
"A712888","baby"
"A698805","baby"
"A674486","baby"
"A607131","adult"
"A703074","infant"
"A692636","baby"
"A711058","infant"
"A668479","infant"
"A700976","infant"
"A613553","adult"
"A650938","baby"
"A676009","senior"
"A663159","baby"
"A693591","baby"
"A674380","teenage"
"A708704","baby"
"A707137","baby"
"A531069","adult"
"A674280","baby"
"A703520","baby"
"A582002","adult"
"A678182","baby"
"A683728","baby"
"A705723","teenage"
"A678355","baby"
"A702442","baby"
"A701978","baby"
"A683447","infant"
"A683377","baby"
"A707447","infant"
"A704710","infant"
"A715139","baby"
"A685023","geriatric"
"A715872","baby"
"A663956","adult"
"A679085","teenage"
"A667109","adult"
"A698167","teenage"
"A691184","teenage"
"A711003","baby"
"A682280","teenage"
"A692957","baby"
"A680211","infant"
"A684104","baby"
"A703912","infant"
"A708863","infant"
"A717040","teenage"
"A688236","baby"
"A698640","infant"
"A716751","baby"
"A687205","baby"
"A668389","baby"
"A681872","baby"
"A678377","baby"
"A705616","baby"
"A703163","baby"
"A701246","adult"
"A696394","adult"
"A667934","baby"
"A697057","adult"
"A672730","baby"
"A665308","adult"
"A667167","teenage"
"A690808","senior"
"A707923","geriatric"
"A674240","baby"
"A710494","baby"
"A706258","infant"
"A693219","baby"
"A703582","senior"
"A712320","teenage"
"A689747","baby"
"A714204","baby"
"A690937","infant"
"A577308","adult"
"A673091","teenage"
"A650399","teenage"
"A714071","baby"
"A684544","baby"
"A676510","baby"
"A697503","baby"
"A690667","infant"
"A606644","teenage"
"A708065","baby"
"A692752","teenage"
"A717750","infant"
"A673790","adult"
"A705673","baby"
"A667148","baby"
"A691172","baby"
"A677166","teenage"
"A680579","baby"
"A680710","baby"
"A713601","baby"
"A704732","baby"
"A689762","adult"
"A691505","infant"
"A711240","teenage"
"A703206","baby"
"A698645","baby"
"A664841","adult"
"A681612","baby"
"A650234","teenage"
"A685313","adult"
"A698481","teenage"
"A696856","teenage"
"A671157","baby"
"A669596","baby"
"A681122","senior"
"A716530","infant"
"A682105","infant"
"A682506","infant"
"A715095","infant"
"A710493","baby"
"A696154","baby"
"A693210","teenage"
"A698409","adult"
"A666805","teenage"
"A700298","infant"
"A716608","teenage"
"A710567","baby"
"A700345","teenage"
"A716747","baby"
"A690591","infant"
"A717527","teenage"
"A698809","baby"
"A632969","baby"
"A665346","baby"
"A688470","baby"
"A666107","baby"
"A674551","adult"
"A686636","baby"
"A679937","baby"
"A715525","teenage"
"A696134","teenage"
"A702007","senior"
"A704508","teenage"
"A690499","teenage"
"A690007","teenage"
"A682175","baby"
"A691198","baby"
"A670621","adult"
"A665232","infant"
"A688102","infant"
"A617648","adult"
"A674633","teenage"
"A662791","adult"
"A701454","adult"
"A679775","adult"
"A711625","teenage"
"A699005","baby"
"A704345","infant"
"A702604","teenage"
"A692373","teenage"
"A678402","infant"
"A667967","adult"
"A702135","teenage"
"A713335","baby"
"A643541","adult"
"A719311","baby"
"A701115","baby"
"A699345","baby"
"A680154","baby"
"A711569","teenage"
"A689612","infant"
"A675321","baby"
"A672673","teenage"
"A718650","baby"
"A702120","infant"
"A719335","teenage"
"A669706","senior"
"A674531","baby"
"A689582","baby"
"A676318","baby"
"A681358","infant"
"A676993","infant"
"A707934","baby"
"A704599","adult"
"A688163","baby"
"A680547","baby"
"A708435","infant"
"A667152","teenage"
"A685646","baby"
"A709231","baby"
"A700894","baby"
"A665973","teenage"
"A682664","teenage"
"A715208","geriatric"
"A705824","infant"
"A705310","teenage"
"A669297","adult"
"A589272","adult"
"A376322","senior"
"A668372","baby"
"A703895","infant"
"A695300","infant"
"A678180","adult"
"A720323","adult"
"A518911","senior"
"A684804","baby"
"A666368","teenage"
"A675017","baby"
"A708909","baby"
"A716934","teenage"
"A672905","baby"
"A676860","baby"
"A718223","teenage"
"A690137","baby"
"A685437","adult"
"A719824","baby"
"A688567","baby"
"A675616","baby"
"A695642","baby"
"A679620","adult"
"A658797","baby"
"A705694","baby"
"A675007","baby"
"A669399","teenage"
"A714667","infant"
"A715886","infant"
"A675165","teenage"
"A713626","baby"
"A705929","adult"
"A705985","infant"
"A699471","teenage"
"A693866","teenage"
"A716506","adult"
"A708009","baby"
"A694377","senior"
"A703992","baby"
"A660295","teenage"
"A673774","adult"
"A681994","baby"
"A715871","baby"
"A677277","baby"
"A682201","teenage"
"A678393","teenage"
"A690714","teenage"
"A718067","teenage"
"A680123","baby"
"A674467","infant"
"A700584","teenage"
"A679352","baby"
"A686600","geriatric"
"A689219","baby"
"A675771","baby"
"A698806","infant"
"A700912","infant"
"A666327","baby"
"A701208","senior"
"A670664","teenage"
"A664104","teenage"
"A678973","baby"
"A718738","senior"
"A711508","adult"
"A656761","adult"
"A703299","baby"
"A695270","baby"
"A675806","baby"
"A701453","baby"
"A701335","baby"
"A669472","adult"
"A708405","baby"
"A716844","baby"
"A679277","baby"
"A695409","baby"
"A669435","infant"
"A706831","baby"
"A680482","baby"
"A667883","baby"
"A664261","infant"
"A689708","baby"
"A676805","baby"
"A712917","adult"
"A653125","teenage"
"A712470","adult"
"A694174","senior"
"A680155","baby"
"A678634","adult"
"A676207","baby"
"A714852","infant"
"A704942","baby"
"A715700","baby"
"A715105","infant"
"A673378","baby"
"A714758","teenage"
"A700608","baby"
"A716322","baby"
"A713628","baby"
"A668714","teenage"
"A530190","senior"
"A700629","senior"
"A683092","baby"
"A712524","infant"
"A713828","baby"
"A714838","baby"
"A719140","infant"
"A714746","baby"
"A707203","baby"
"A693024","baby"
"A715087","teenage"
"A676641","baby"
"A502800","senior"
"A636576","baby"
"A189592","geriatric"
"A701506","senior"
"A718222","baby"
"A704644","baby"
"A701657","infant"
"A662850","adult"
"A703411","baby"
"A693176","baby"
"A696813","senior"
"A690822","adult"
"A664589","baby"
"A690416","baby"
"A674960","teenage"
"A698651","teenage"
"A687433","baby"
"A674937","baby"
"A683428","infant"
"A679550","baby"
"A679008","teenage"
"A694450","infant"
"A685811","teenage"
"A670054","senior"
"A703993","infant"
"A710427","baby"
"A709577","baby"
"A712822","baby"
"A700147","baby"
"A688927","infant"
"A670622","teenage"
"A701306","teenage"
"A685537","teenage"
"A716953","baby"
"A683405","baby"
"A698609","baby"
"A710731","baby"
"A714457","baby"
"A687880","senior"
"A687276","teenage"
"A675219","baby"
"A634503","teenage"
"A702773","baby"
"A677863","baby"
"A707641","senior"
"A672326","teenage"
"A708970","baby"
"A707597","teenage"
"A693438","teenage"
"A667081","teenage"
"A711457","baby"
"A699696","teenage"
"A677276","baby"
"A683084","senior"
"A646897","teenage"
"A710062","baby"
"A710013","teenage"
"A690332","baby"
"A691513","teenage"
"A671620","adult"
"A686263","baby"
"A705201","baby"
"A598169","adult"
"A719722","baby"
"A669692","baby"
"A693400","senior"
"A698683","adult"
"A706914","baby"
"A703926","baby"
"A693383","teenage"
"A664118","baby"
"A708842","baby"
"A690558","infant"
"A695885","adult"
"A676264","teenage"
"A716637","baby"
"A689693","infant"
"A674865","adult"
"A540495","adult"
"A664326","baby"
"A704514","adult"
"A688810","baby"
"A719578","teenage"
"A630262","adult"
"A678225","infant"
"A367012","senior"
"A669044","baby"
"A619829","adult"
"A622028","adult"
"A667968","teenage"
"A685449","infant"
"A631824","teenage"
"A688069","baby"
"A700695","baby"
"A706794","baby"
"A681607","baby"
"A688751","infant"
"A700941","infant"
"A682976","baby"
"A664722","teenage"
"A712955","baby"
"A713606","teenage"
"A716141","adult"
"A704246","baby"
"A674744","baby"
"A681631","baby"
"A668393","baby"
"A702000","baby"
"A690793","infant"
"A670243","baby"
"A690400","senior"
"A694060","baby"
"A679816","infant"
"A674755","infant"
"A690013","teenage"
"A716085","baby"
"A710647","baby"
"A665172","baby"
"A707209","baby"
"A710344","infant"
"A711974","baby"
"A573863","adult"
"A588178","teenage"
"A717598","baby"
"A707122","baby"
"A683318","infant"
"A691640","teenage"
"A218624","geriatric"
"A680188","infant"
"A689919","baby"
"A672004","teenage"
"A716035","baby"
"A713728","teenage"
"A682427","baby"
"A707559","teenage"
"A693537","teenage"
"A663964","baby"
"A664956","baby"
"A671447","baby"
"A694734","baby"
"A681471","infant"
"A699887","baby"
"A696431","teenage"
"A711661","baby"
"A683124","baby"
"A673906","baby"
"A672461","baby"
"A718648","adult"
"A681582","baby"
"A700463","infant"
"A669246","baby"
"A712240","baby"
"A698452","infant"
"A674637","infant"
"A679123","baby"
"A704224","baby"
"A692007","teenage"
"A670667","teenage"
"A704714","baby"
"A706469","infant"
"A716220","adult"
"A680237","baby"
"A690561","baby"
"A662354","baby"
"A676276","baby"
"A682687","teenage"
"A715210","baby"
"A678142","baby"
"A692300","baby"
"A688836","teenage"
"A679158","infant"
"A683857","senior"
"A699028","senior"
"A688434","teenage"
"A695215","teenage"
"A702474","adult"
"A682727","baby"
"A692826","teenage"
"A679867","adult"
"A696320","baby"
"A676036","baby"
"A698050","baby"
"A685514","adult"
"A685752","baby"
"A666820","teenage"
"A705240","baby"
"A704226","baby"
"A690612","baby"
"A683581","teenage"
"A716628","teenage"
"A710476","infant"
"A711279","infant"
"A690239","infant"
"A674810","teenage"
"A692676","baby"
"A700592","baby"
"A703205","adult"
"A684966","infant"
"A719640","baby"
"A668139","baby"
"A692103","baby"
"A701925","infant"
"A678305","teenage"
"A680207","baby"
"A698140","teenage"
"A191351","geriatric"
"A709047","baby"
"A683274","teenage"
"A720089","infant"
"A674000","baby"
"A663996","baby"
"A700360","teenage"
"A690325","baby"
"A686870","adult"
"A690869","baby"
"A701542","infant"
"A689168","infant"
"A677206","adult"
"A679375","adult"
"A692614","baby"
"A670230","baby"
"A549282","adult"
"A708883","infant"
"A694494","adult"
"A691753","senior"
"A685508","infant"
"A695722","baby"
"A663980","baby"
"A714187","infant"
"A690249","infant"
"A671178","baby"
"A719346","adult"
"A712860","baby"
"A705337","teenage"
"A685220","baby"
"A703309","teenage"
"A692509","baby"
"A690188","baby"
"A711131","teenage"
"A669882","senior"
"A682738","infant"
"A706351","teenage"
"A711153","baby"
"A711270","baby"
"A716103","teenage"
"A708972","baby"
"A715548","baby"
"A708831","baby"
"A699608","baby"
"A695733","baby"
"A717027","adult"
"A661697","baby"
"A714538","baby"
"A688372","baby"
"A680572","teenage"
"A704962","baby"
"A665189","infant"
"A666770","teenage"
"A679373","baby"
"A700769","baby"
"A711315","adult"
"A603736","senior"
"A669824","baby"
"A677316","teenage"
"A504801","adult"
"A656945","baby"
"A679900","senior"
"A669307","baby"
"A717636","baby"
"A669593","baby"
"A715027","teenage"
"A713750","baby"
"A710522","baby"
"A677613","senior"
"A667258","baby"
"A679524","baby"
"A718152","senior"
"A714222","baby"
"A718938","baby"
