"","ID","colormix","mixwithwhite","tabby","firstcolor"
"15469","A695827",0,0,1,"Orange"
"15470","A703961",0,0,1,"Brown"
"15471","A702161",1,1,0,"Black"
"15472","A534780",1,1,0,"White"
"15473","A669550",0,0,0,"Black"
"15474","A671915",1,0,0,"Brown"
"15475","A675336",0,0,0,"Silver"
"15476","A677318",0,0,1,"Brown"
"15477","A707382",1,1,0,"Brown"
"15478","A690670",1,1,0,"Black"
"15479","A691606",1,1,0,"Brown"
"15480","A676929",0,0,0,"Torbie"
"15481","A709135",0,0,0,"Black"
"15482","A711842",1,0,0,"Black"
"15483","A718450",0,0,0,"Black"
"15484","A717684",1,0,0,"Black"
"15485","A683484",1,1,0,"White"
"15486","A687159",0,0,0,"White"
"15487","A692602",0,0,0,"Calico"
"15488","A701211",1,0,0,"Brown"
"15489","A704805",0,0,1,"Brown"
"15490","A695695",1,0,0,"Black"
"15491","A695414",0,0,0,"Tortie"
"15492","A700692",0,0,1,"Blue"
"15493","A698324",0,0,0,"Black"
"15494","A708611",1,0,0,"Black"
"15495","A676795",0,0,1,"Gray"
"15496","A635991",1,1,0,"Black"
"15497","A666802",0,0,0,"White"
"15498","A697650",0,0,0,"Tricolor"
"15499","A678685",1,1,1,"Orange"
"15500","A717473",1,1,0,"Black"
"15501","A669651",0,0,1,"Blue"
"15502","A689564",1,1,1,"Orange"
"15503","A675057",0,0,0,"Black"
"15504","A687544",0,0,1,"Orange"
"15505","A715877",0,0,0,"Tan"
"15506","A692842",0,0,1,"Orange"
"15507","A665170",0,0,0,"Red"
"15508","A711258",1,1,0,"White"
"15509","A708120",0,0,0,"Black"
"15510","A706836",0,0,1,"Orange"
"15511","A678559",0,0,0,"Buff"
"15512","A669267",1,1,0,"Blue"
"15513","A694677",0,0,1,"Brown"
"15514","A684308",0,0,0,"White"
"15515","A664797",0,0,1,"Blue"
"15516","A705499",1,1,0,"White"
"15517","A666421",0,0,0,"Brown"
"15518","A702586",0,0,0,"Fawn"
"15519","A694549",0,0,0,"Black"
"15520","A693504",1,1,0,"Black"
"15521","A697238",1,1,0,"Red"
"15522","A697273",0,0,0,"Tan"
"15523","A663985",1,1,0,"White"
"15524","A705435",1,0,0,"Cream"
"15525","A713644",0,0,1,"Brown"
"15526","A709858",0,0,1,"Brown"
"15527","A707491",0,0,1,"Cream"
"15528","A683365",1,0,1,"Brown"
"15529","A692535",1,1,0,"Black"
"15530","A677216",0,0,0,"Black"
"15531","A666082",1,1,0,"White"
"15532","A697711",1,1,0,"White"
"15533","A698655",0,0,0,"Buff"
"15534","A679936",1,1,0,"Black"
"15535","A688521",0,0,1,"Orange"
"15536","A681608",1,1,0,"Blue"
"15537","A281542",1,0,0,"Black"
"15538","A710216",1,1,0,"White"
"15539","A449968",0,0,1,"Brown"
"15540","A679070",1,1,0,"Yellow"
"15541","A686091",0,0,0,"Seal"
"15542","A638155",1,1,0,"Blue"
"15543","A707975",1,1,0,"Blue"
"15544","A718320",0,0,1,"Brown"
"15545","A715076",0,0,0,"White"
"15546","A625379",1,1,0,"White"
"15547","A708290",1,1,1,"Brown"
"15548","A719733",0,0,0,"White"
"15549","A667346",0,0,0,"Black"
"15550","A711377",1,0,0,"Brown"
"15551","A688963",0,0,1,"Brown"
"15552","A713125",0,0,0,"Tricolor"
"15553","A710245",0,0,0,"Torbie"
"15554","A706536",1,1,0,"Tan"
"15555","A712440",0,0,0,"Tortie"
"15556","A704232",0,0,0,"Blue"
"15557","A675612",1,0,0,"Black"
"15558","A707790",0,0,0,"Black"
"15559","A672566",1,1,0,"White"
"15560","A683461",0,0,0,"Lynx"
"15561","A601696",1,1,0,"Black"
"15562","A667525",1,1,0,"White"
"15563","A689054",1,1,0,"White"
"15564","A689144",1,1,0,"Brown"
"15565","A679110",1,1,0,"Brown"
"15566","A678273",1,1,0,"Black"
"15567","A683243",0,0,0,"Lilac"
"15568","A669737",1,1,0,"Black"
"15569","A702754",0,0,0,"Calico"
"15570","A691379",0,0,0,"Black"
"15571","A719526",1,0,0,"Black"
"15572","A679121",1,1,0,"Tan"
"15573","A673456",1,0,0,"Chocolate"
"15574","A677702",1,1,1,"Black"
"15575","A672118",0,0,0,"Black"
"15576","A712510",1,1,0,"White"
"15577","A672533",1,1,0,"White"
"15578","A713339",0,0,0,"Black"
"15579","A691270",1,0,0,"Tan"
"15580","A673659",1,1,0,"Black"
"15581","A704521",0,0,1,"Orange"
"15582","A668911",0,0,0,"Black"
"15583","A719245",0,0,0,"Black"
"15584","A721022",1,0,0,"Black"
"15585","A688767",0,0,0,"Black"
"15586","A680206",0,0,0,"Tricolor"
"15587","A681467",0,0,0,"Torbie"
"15588","A706816",0,0,1,"Brown"
"15589","A683246",1,1,0,"Black"
"15590","A690848",1,1,0,"Blue"
"15591","A682006",1,0,0,"Brown"
"15592","A719031",1,0,0,"Gray"
"15593","A475943",0,0,0,"White"
"15594","A700670",0,0,0,"Black"
"15595","A713904",1,1,0,"White"
"15596","A676458",0,0,0,"Red"
"15597","A705584",0,0,0,"Black"
"15598","A682893",0,0,1,"Brown"
"15599","A708988",1,0,0,"Black"
"15600","A707627",1,1,1,"Blue"
"15601","A708309",0,0,0,"Black"
"15602","A692361",1,0,0,"Red"
"15603","A680809",0,0,0,"Brown"
"15604","A696872",0,0,0,"Calico"
"15605","A696318",0,0,0,"Blue"
"15606","A707429",1,0,0,"Black"
"15607","A690270",0,0,1,"Orange"
"15608","A709548",1,1,0,"Black"
"15609","A597414",0,0,0,"Black"
"15610","A692148",1,1,1,"Orange"
"15611","A684900",0,0,0,"Buff"
"15612","A682416",0,0,1,"Brown"
"15613","A692902",1,1,0,"White"
"15614","A707696",1,1,0,"White"
"15615","A683308",1,1,1,"Blue"
"15616","A697147",1,1,1,"Brown"
"15617","A677084",0,0,1,"Orange"
"15618","A702834",0,0,1,"Brown"
"15619","A717980",0,0,0,"Cream"
"15620","A675560",1,1,0,"Tan"
"15621","A707093",0,0,0,"White"
"15622","A694493",1,1,0,"Black"
"15623","A691222",0,0,0,"Black"
"15624","A693382",0,0,0,"Tortie"
"15625","A698852",1,0,0,"Black"
"15626","A713667",0,0,1,"Orange"
"15627","A701851",1,1,0,"Black"
"15628","A680375",1,1,0,"Black"
"15629","A706419",0,0,1,"Brown"
"15630","A686156",0,0,0,"Blue"
"15631","A696718",0,0,0,"Tan"
"15632","A710439",1,1,0,"Chocolate"
"15633","A665150",0,0,0,"Sable"
"15634","A677305",0,0,1,"Brown"
"15635","A677575",0,0,1,"Brown"
"15636","A715498",1,1,0,"Brown"
"15637","A680884",1,0,0,"Black"
"15638","A696439",1,1,0,"Cream"
"15639","A672746",1,1,0,"White"
"15640","A678782",0,0,0,"Black"
"15641","A691410",1,1,0,"Blue"
"15642","A680695",1,0,0,"Black"
"15643","A718810",0,0,0,"Red"
"15644","A679732",0,0,0,"White"
"15645","A683487",1,0,0,"Black"
"15646","A677938",0,0,1,"Black"
"15647","A666713",1,1,1,"Brown"
"15648","A715755",0,0,0,"Blue"
"15649","A705043",0,0,0,"Cream"
"15650","A600198",1,0,0,"Brown"
"15651","A686534",1,1,0,"Black"
"15652","A676866",0,0,0,"Calico"
"15653","A650783",1,1,0,"Tan"
"15654","A678354",1,1,0,"White"
"15655","A651248",1,0,0,"Black"
"15656","A669146",0,0,0,"White"
"15657","A689186",0,0,0,"Black"
"15658","A696618",0,0,0,"Chocolate"
"15659","A711001",0,0,1,"Brown"
"15660","A668531",1,1,0,"Black"
"15661","A678520",1,1,0,"White"
"15662","A717724",0,0,0,"Red"
"15663","A711061",0,0,0,"Black"
"15664","A667294",1,1,1,"Orange"
"15665","A701764",1,1,0,"Black"
"15666","A708326",1,1,0,"Brown"
"15667","A679735",0,0,1,"Blue"
"15668","A675929",0,0,1,"Black"
"15669","A711962",0,0,0,"Fawn"
"15670","A713370",1,1,0,"White"
"15671","A685108",1,1,1,"Orange"
"15672","A713217",0,0,0,"Black"
"15673","A673580",1,1,0,"Brown"
"15674","A703810",0,0,0,"Sable"
"15675","A533602",0,0,0,"Buff"
"15676","A716436",1,1,0,"White"
"15677","A708860",0,0,1,"Brown"
"15678","A711994",1,1,0,"Black"
"15679","A688346",0,0,0,"White"
"15680","A668581",0,0,0,"Cream"
"15681","A706995",1,1,0,"Tortie"
"15682","A717798",1,1,1,"Orange"
"15683","A707851",1,1,0,"White"
"15684","A714220",0,0,0,"Tortie"
"15685","A672259",1,0,0,"Black"
"15686","A694383",1,1,0,"Brown"
"15687","A666651",0,0,0,"Chocolate"
"15688","A687670",0,0,1,"Orange"
"15689","A701893",1,1,0,"White"
"15690","A673435",0,0,0,"Blue"
"15691","A720082",0,0,0,"Brown"
"15692","A703257",1,1,0,"Blue"
"15693","A643183",1,1,0,"Brown"
"15694","A692087",1,1,0,"Black"
"15695","A700220",1,1,1,"Brown"
"15696","A683934",0,0,1,"Orange"
"15697","A705704",1,1,1,"Brown"
"15698","A715893",1,1,0,"Black"
"15699","A689905",0,0,0,"Black"
"15700","A702131",1,1,0,"Brown"
"15701","A656444",1,1,0,"White"
"15702","A682523",1,0,0,"Black"
"15703","A689012",0,0,0,"Tortie"
"15704","A696741",0,0,0,"White"
"15705","A674096",0,0,1,"Gray"
"15706","A684858",1,1,1,"Brown"
"15707","A620418",0,0,0,"Black"
"15708","A710417",0,0,0,"White"
"15709","A701728",1,1,0,"Blue"
"15710","A664660",1,1,0,"Black"
"15711","A713739",1,0,0,"Cream"
"15712","A701443",1,1,0,"Brown"
"15713","A678773",0,0,0,"Torbie"
"15714","A696354",1,1,0,"Blue"
"15715","A700138",0,0,1,"Brown"
"15716","A694159",0,0,0,"Tricolor"
"15717","A711722",0,0,1,"Brown"
"15718","A706731",1,0,0,"Black"
"15719","A551426",1,1,0,"Buff"
"15720","A697538",0,0,0,"Cream"
"15721","A664324",0,0,0,"Cream"
"15722","A712011",0,0,0,"Tricolor"
"15723","A714545",0,0,0,"Gray"
"15724","A683441",1,1,0,"Torbie"
"15725","A523533",0,0,0,"Brown"
"15726","A656694",0,0,0,"Torbie"
"15727","A707515",0,0,0,"Tan"
"15728","A587990",1,1,0,"Black"
"15729","A698490",1,1,0,"Blue"
"15730","A691094",0,0,0,"Tortie"
"15731","A671937",1,1,1,"Orange"
"15732","A486687",1,1,0,"Brown"
"15733","A675295",1,1,1,"White"
"15734","A691225",0,0,0,"Tortie"
"15735","A714795",0,0,0,"Black"
"15736","A707148",0,0,0,"Brown"
"15737","A668548",0,0,1,"Brown"
"15738","A692739",1,1,0,"Black"
"15739","A664541",1,1,1,"Orange"
"15740","A680405",1,1,0,"Black"
"15741","A415049",1,1,0,"Brown"
"15742","A710566",1,1,0,"Black"
"15743","A678957",0,0,1,"Cream"
"15744","A693160",1,1,0,"Black"
"15745","A711304",0,0,0,"Seal"
"15746","A675145",1,1,0,"Black"
"15747","A718407",0,0,0,"Torbie"
"15748","A674717",1,1,0,"Black"
"15749","A698510",0,0,0,"Brown"
"15750","A690311",1,1,1,"Brown"
"15751","A700527",1,1,0,"Chocolate"
"15752","A711818",1,1,0,"Black"
"15753","A698185",0,0,0,"White"
"15754","A702820",1,1,1,"Blue"
"15755","A613785",0,0,0,"White"
"15756","A697684",1,1,0,"Chocolate"
"15757","A663149",1,1,1,"Brown"
"15758","A706059",0,0,1,"Blue"
"15759","A699955",0,0,0,"Black"
"15760","A688956",0,0,0,"Blue"
"15761","A674847",0,0,0,"Brown"
"15762","A699131",0,0,0,"Brown"
"15763","A702097",1,0,0,"Black"
"15764","A682603",1,1,0,"Black"
"15765","A668786",1,1,1,"Brown"
"15766","A706413",0,0,0,"Brown"
"15767","A664097",1,1,0,"Black"
"15768","A683128",0,0,0,"Black"
"15769","A674874",1,1,1,"Brown"
"15770","A696369",1,1,1,"Orange"
"15771","A702600",1,1,0,"Black"
"15772","A669984",1,1,0,"Brown"
"15773","A674754",0,0,1,"Orange"
"15774","A715057",1,1,0,"Black"
"15775","A713994",0,0,0,"Black"
"15776","A668893",1,1,0,"Black"
"15777","A670760",0,0,0,"Brown"
"15778","A706264",0,0,0,"Tricolor"
"15779","A702585",0,0,0,"Black"
"15780","A682623",0,0,0,"White"
"15781","A701159",0,0,0,"Blue"
"15782","A694253",0,0,0,"White"
"15783","A679838",1,1,0,"Blue"
"15784","A696878",1,0,0,"Brown"
"15785","A687888",1,1,1,"Blue"
"15786","A718317",0,0,0,"Tortie"
"15787","A684335",1,1,0,"Black"
"15788","A685582",1,1,0,"Black"
"15789","A667935",1,1,0,"Brown"
"15790","A386005",1,1,0,"White"
"15791","A668788",1,1,0,"White"
"15792","A669953",1,1,0,"Chocolate"
"15793","A707160",0,0,0,"Black"
"15794","A680221",1,0,0,"Black"
"15795","A717414",0,0,0,"Buff"
"15796","A673594",1,1,0,"White"
"15797","A679694",1,1,1,"White"
"15798","A717045",0,0,1,"Brown"
"15799","A707099",0,0,0,"Brown"
"15800","A679933",0,0,0,"Blue"
"15801","A694500",0,0,0,"Red"
"15802","A664638",0,0,0,"Black"
"15803","A676459",0,0,0,"Tan"
"15804","A684924",1,1,0,"Torbie"
"15805","A677659",0,0,0,"Calico"
"15806","A712535",0,0,0,"Tan"
"15807","A682804",1,1,0,"White"
"15808","A707882",0,0,0,"Black"
"15809","A682088",1,1,1,"Brown"
"15810","A678640",0,0,0,"Yellow"
"15811","A699339",0,0,0,"Brown"
"15812","A674494",1,1,0,"Black"
"15813","A665897",0,0,0,"Black"
"15814","A680247",0,0,1,"Orange"
"15815","A664815",1,1,0,"Tan"
"15816","A671748",1,1,0,"Brown"
"15817","A678895",1,1,0,"Black"
"15818","A690940",1,1,0,"Black"
"15819","A714322",1,0,0,"Black"
"15820","A362967",1,1,0,"Tan"
"15821","A696976",0,0,0,"Torbie"
"15822","A706765",0,0,1,"Orange"
"15823","A670928",0,0,0,"Torbie"
"15824","A700959",1,1,1,"Brown"
"15825","A719262",1,1,0,"White"
"15826","A691739",1,1,1,"Orange"
"15827","A688949",0,0,0,"Black"
"15828","A679459",1,1,0,"Black"
"15829","A696357",1,1,0,"Black"
"15830","A694690",1,1,0,"White"
"15831","A675403",1,1,0,"Black"
"15832","A710005",0,0,0,"Sable"
"15833","A674518",0,0,0,"Torbie"
"15834","A697724",0,0,1,"Orange"
"15835","A710074",1,1,0,"Black"
"15836","A682513",0,0,0,"Tricolor"
"15837","A682769",0,0,0,"Red"
"15838","A701168",0,0,0,"Flame"
"15839","A711575",0,0,1,"Orange"
"15840","A690524",1,1,0,"Black"
"15841","A696957",1,1,0,"Tan"
"15842","A665029",1,1,0,"Black"
"15843","A690345",0,0,0,"Chocolate"
"15844","A664925",1,1,1,"Brown"
"15845","A711582",1,1,0,"Black"
"15846","A692156",0,0,1,"Blue"
"15847","A697743",1,1,1,"Orange"
"15848","A621537",1,1,0,"Blue"
"15849","A666799",0,0,0,"Tortie"
"15850","A693528",1,1,0,"Blue"
"15851","A690363",0,0,1,"Brown"
"15852","A695893",0,0,1,"Orange"
"15853","A680917",1,1,1,"Orange"
"15854","A711937",1,1,0,"White"
"15855","A705525",0,0,0,"Black"
"15856","A673432",1,1,1,"Brown"
"15857","A675111",0,0,0,"Calico"
"15858","A706642",1,1,0,"Black"
"15859","A659835",0,0,0,"Black"
"15860","A684895",1,1,0,"Brown"
"15861","A697819",0,0,1,"Brown"
"15862","A684379",0,0,0,"Tricolor"
"15863","A694444",0,0,0,"Black"
"15864","A677416",0,0,0,"Brown"
"15865","A716072",1,0,0,"Black"
"15866","A717701",1,0,0,"Red"
"15867","A667062",0,0,0,"White"
"15868","A676840",0,0,0,"Black"
"15869","A661789",1,1,0,"Brown"
"15870","A677030",0,0,0,"Blue"
"15871","A716242",0,0,0,"Black"
"15872","A692267",0,0,0,"Black"
"15873","A692257",1,1,0,"White"
"15874","A674274",1,1,0,"White"
"15875","A704422",0,0,1,"Brown"
"15876","A677545",0,0,1,"Orange"
"15877","A706206",0,0,1,"Orange"
"15878","A711736",0,0,0,"Black"
"15879","A667104",0,0,0,"Chocolate"
"15880","A716278",1,1,0,"White"
"15881","A720669",0,0,0,"Tan"
"15882","A686741",1,1,1,"Cream"
"15883","A696971",0,0,0,"Black"
"15884","A710626",1,1,1,"White"
"15885","A667021",1,1,1,"Brown"
"15886","A665719",0,0,0,"Tan"
"15887","A688427",0,0,0,"White"
"15888","A707736",0,0,0,"Seal"
"15889","A707517",1,1,0,"Black"
"15890","A665614",0,0,0,"Black"
"15891","A675079",0,0,0,"Tan"
"15892","A674580",0,0,1,"Blue"
"15893","A698293",1,1,0,"White"
"15894","A705826",1,1,0,"Tan"
"15895","A678832",0,0,1,"Brown"
"15896","A677919",1,1,0,"Red"
"15897","A685475",0,0,0,"Cream"
"15898","A685831",0,0,0,"White"
"15899","A698201",0,0,0,"White"
"15900","A662437",0,0,0,"Seal"
"15901","A704291",0,0,0,"White"
"15902","A666853",1,1,0,"White"
"15903","A688753",0,0,0,"Black"
"15904","A680251",0,0,1,"Orange"
"15905","A693734",1,0,0,"Blue"
"15906","A702968",0,0,1,"Brown"
"15907","A668981",0,0,1,"Orange"
"15908","A676947",0,0,0,"Tan"
"15909","A663998",1,1,0,"White"
"15910","A693225",0,0,1,"Blue"
"15911","A679582",0,0,0,"Blue"
"15912","A714549",1,0,0,"Black"
"15913","A710414",0,0,1,"Blue"
"15914","A707888",1,1,1,"Brown"
"15915","A700649",1,1,0,"Blue"
"15916","A673660",1,1,0,"White"
"15917","A688532",0,0,1,"Orange"
"15918","A679534",0,0,1,"Orange"
"15919","A698684",0,0,1,"Brown"
"15920","A704062",0,0,0,"Tortie"
"15921","A720368",0,0,0,"White"
"15922","A683722",0,0,1,"Brown"
"15923","A704302",0,0,0,"Tan"
"15924","A710259",1,0,0,"Red"
"15925","A715186",0,0,1,"Orange"
"15926","A698198",0,0,0,"Sable"
"15927","A693503",1,1,0,"Chocolate"
"15928","A662814",1,1,0,"Black"
"15929","A683802",1,1,0,"Black"
"15930","A702851",1,1,1,"White"
"15931","A672678",1,1,0,"White"
"15932","A719495",1,1,0,"White"
"15933","A519025",0,0,1,"Blue"
"15934","A679440",1,1,0,"Black"
"15935","A659078",1,1,0,"Black"
"15936","A694156",0,0,1,"Orange"
"15937","A712340",1,1,0,"Brown"
"15938","A689154",0,0,0,"Blue"
"15939","A714715",0,0,1,"Orange"
"15940","A685990",1,1,1,"Brown"
"15941","A713834",1,1,0,"Buff"
"15942","A669397",1,1,0,"Black"
"15943","A711590",0,0,1,"Brown"
"15944","A702204",1,1,1,"Blue"
"15945","A658733",1,0,0,"Blue"
"15946","A713234",1,1,0,"Blue"
"15947","A699249",1,1,0,"White"
"15948","A701056",0,0,0,"Black"
"15949","A702239",0,0,0,"Blue"
"15950","A700549",1,1,0,"Black"
"15951","A680234",1,0,0,"Black"
"15952","A668221",0,0,0,"Tricolor"
"15953","A720424",0,0,0,"Tan"
"15954","A671111",1,1,0,"Brown"
"15955","A548939",1,1,0,"White"
"15956","A684753",1,1,0,"Black"
"15957","A717476",0,0,0,"Tricolor"
"15958","A673082",0,0,0,"White"
"15959","A691246",1,0,0,"Brown"
"15960","A676768",0,0,0,"Blue"
"15961","A683262",0,0,0,"Buff"
"15962","A704865",0,0,0,"Black"
"15963","A717030",0,0,0,"Tricolor"
"15964","A700172",1,1,0,"Tan"
"15965","A663725",0,0,0,"Torbie"
"15966","A689041",0,0,0,"Black"
"15967","A684233",1,1,0,"White"
"15968","A696734",1,1,0,"Black"
"15969","A694022",1,1,0,"White"
"15970","A695358",1,1,0,"Chocolate"
"15971","A711125",1,1,0,"Black"
"15972","A668542",0,0,1,"Brown"
"15973","A664263",0,0,1,"Orange"
"15974","A669832",1,0,0,"Black"
"15975","A667468",1,1,0,"White"
"15976","A711117",1,0,0,"Fawn"
"15977","A679572",0,0,1,"Brown"
"15978","A666539",1,1,0,"Blue"
"15979","A714051",1,1,0,"White"
"15980","A679357",1,1,0,"Black"
"15981","A678589",1,0,0,"Tricolor"
"15982","A704235",0,0,0,"Tan"
"15983","A678852",1,0,0,"Tan"
"15984","A689724",0,0,0,"Black"
"15985","A720334",0,0,0,"Black"
"15986","A698292",1,0,0,"Tan"
"15987","A688049",1,1,0,"Brown"
"15988","A675840",1,1,0,"Tan"
"15989","A673832",1,1,0,"Black"
"15990","A687905",1,1,0,"Black"
"15991","A688657",1,1,0,"Red"
"15992","A706952",0,0,0,"Tan"
"15993","A718461",1,1,0,"Black"
"15994","A712370",1,1,1,"Brown"
"15995","A676758",0,0,0,"Black"
"15996","A690085",1,1,0,"Black"
"15997","A692666",0,0,0,"Brown"
"15998","A710830",1,1,1,"Brown"
"15999","A700795",1,1,0,"White"
"16000","A666756",1,1,0,"Buff"
"16001","A708365",0,0,0,"Brown"
"16002","A710814",1,1,0,"Blue"
"16003","A681237",1,1,0,"White"
"16004","A692857",1,1,0,"Black"
"16005","A686938",0,0,1,"Blue"
"16006","A683333",1,1,0,"White"
"16007","A665022",0,0,0,"Calico"
"16008","A688804",1,1,0,"White"
"16009","A699693",0,0,1,"Orange"
"16010","A680484",0,0,1,"Orange"
"16011","A703975",1,1,0,"White"
"16012","A671139",0,0,1,"Brown"
"16013","A709356",1,1,0,"Black"
"16014","A697586",1,1,0,"Tricolor"
"16015","A699555",1,1,0,"Gray"
"16016","A680039",1,1,0,"Blue"
"16017","A692577",1,1,0,"Chocolate"
"16018","A674876",0,0,0,"Tricolor"
"16019","A686364",1,0,0,"Brown"
"16020","A680049",0,0,0,"Black"
"16021","A664467",0,0,0,"Gold"
"16022","A702518",0,0,0,"Black"
"16023","A683651",0,0,1,"Brown"
"16024","A549098",0,0,0,"Red"
"16025","A708998",1,1,1,"Brown"
"16026","A690336",1,0,0,"Black"
"16027","A709032",1,1,0,"Tan"
"16028","A693555",1,1,0,"Black"
"16029","A688603",0,0,0,"Black"
"16030","A673521",1,1,0,"Brown"
"16031","A716097",1,0,0,"Black"
"16032","A673846",0,0,1,"Brown"
"16033","A706027",1,1,0,"Tan"
"16034","A664692",0,0,0,"Blue"
"16035","A718835",1,1,0,"Black"
"16036","A715054",1,1,0,"White"
"16037","A672239",0,0,0,"Tan"
"16038","A673596",0,0,0,"Gold"
"16039","A692637",0,0,0,"Tan"
"16040","A671371",1,1,1,"Cream"
"16041","A712748",0,0,0,"Cream"
"16042","A705778",0,0,1,"Brown"
"16043","A704958",0,0,0,"Chocolate"
"16044","A666783",1,1,0,"White"
"16045","A671090",1,1,0,"Brown"
"16046","A711265",1,1,1,"Orange"
"16047","A717468",0,0,0,"Brown"
"16048","A666908",1,0,0,"Black"
"16049","A717913",0,0,0,"Black"
"16050","A706278",0,0,0,"Apricot"
"16051","A668686",1,1,0,"Blue"
"16052","A718063",1,0,0,"Black"
"16053","A673114",1,0,0,"Brown"
"16054","A676112",1,1,0,"Blue"
"16055","A674434",1,0,0,"Fawn"
"16056","A683792",0,0,0,"Buff"
"16057","A705436",0,0,1,"Orange"
"16058","A702500",0,0,0,"Brown"
"16059","A713719",1,1,1,"Brown"
"16060","A685032",1,1,0,"White"
"16061","A716573",0,0,0,"Brown"
"16062","A709201",1,1,0,"Tan"
"16063","A717517",0,0,0,"Red"
"16064","A692181",1,1,0,"Black"
"16065","A708090",0,0,0,"Black"
"16066","A594259",1,1,0,"Black"
"16067","A667291",0,0,0,"Calico"
"16068","A675842",1,1,0,"Tan"
"16069","A717904",0,0,0,"Tan"
"16070","A683523",1,1,0,"Black"
"16071","A715093",1,1,0,"Blue"
"16072","A683598",1,1,0,"Black"
"16073","A718066",1,1,0,"Blue"
"16074","A655042",0,0,1,"Orange"
"16075","A688334",1,0,0,"Sable"
"16076","A682848",0,0,0,"Tortie"
"16077","A666200",0,0,0,"Lilac"
"16078","A666818",0,0,0,"Black"
"16079","A693603",0,0,0,"Torbie"
"16080","A685832",1,1,0,"Red"
"16081","A716043",0,0,1,"Brown"
"16082","A701762",0,0,0,"Cream"
"16083","A715503",1,1,1,"Black"
"16084","A685556",1,1,0,"Blue"
"16085","A690035",1,1,0,"Brown"
"16086","A693151",1,1,0,"Black"
"16087","A697880",1,1,0,"Tan"
"16088","A702724",1,1,0,"Tan"
"16089","A666958",1,1,1,"Brown"
"16090","A459859",1,1,0,"White"
"16091","A679007",0,0,0,"Gray"
"16092","A673289",1,1,0,"White"
"16093","A691697",1,1,0,"White"
"16094","A698104",1,0,0,"Black"
"16095","A672459",1,1,0,"Black"
"16096","A712933",0,0,0,"Calico"
"16097","A709364",1,1,1,"White"
"16098","A693121",1,1,0,"Black"
"16099","A679304",1,0,0,"Brown"
"16100","A714738",1,1,0,"Red"
"16101","A707799",1,1,0,"Black"
"16102","A692547",1,1,0,"White"
"16103","A562030",0,0,0,"Tricolor"
"16104","A707625",1,1,0,"White"
"16105","A693947",0,0,0,"Black"
"16106","A712569",1,0,0,"Silver"
"16107","A714344",1,1,0,"Black"
"16108","A720025",0,0,0,"Tan"
"16109","A687325",0,0,1,"Brown"
"16110","A704542",0,0,0,"Black"
"16111","A715518",0,0,0,"Calico"
"16112","A705092",0,0,0,"White"
"16113","A681484",1,1,0,"Blue"
"16114","A716833",0,0,0,"Black"
"16115","A671126",0,0,1,"Orange"
"16116","A682161",1,1,0,"Brown"
"16117","A712389",0,0,0,"Tortie"
"16118","A682143",0,0,0,"Black"
"16119","A715341",0,0,1,"Brown"
"16120","A696740",0,0,0,"Brown"
"16121","A682618",0,0,0,"Blue"
"16122","A704544",0,0,0,"Tortie"
"16123","A673938",1,1,0,"Black"
"16124","A705850",0,0,1,"Brown"
"16125","A649946",1,0,0,"Black"
"16126","A690362",0,0,1,"Brown"
"16127","A688280",0,0,0,"Tortie"
"16128","A668490",0,0,1,"Blue"
"16129","A673988",1,1,0,"Black"
"16130","A679493",1,1,0,"Blue"
"16131","A654071",1,1,0,"Black"
"16132","A680274",1,1,1,"Cream"
"16133","A696204",1,0,0,"Black"
"16134","A671587",1,1,0,"Brown"
"16135","A679653",0,0,0,"Blue"
"16136","A712002",1,1,0,"Black"
"16137","A713531",1,1,0,"Brown"
"16138","A682868",1,1,1,"Orange"
"16139","A664715",0,0,0,"Tricolor"
"16140","A701014",1,1,0,"White"
"16141","A634279",0,0,0,"Calico"
"16142","A693883",1,1,1,"Brown"
"16143","A670828",0,0,0,"Tan"
"16144","A687759",1,1,0,"Gray"
"16145","A695859",1,1,0,"Blue"
"16146","A704846",1,1,0,"Tan"
"16147","A702445",0,0,1,"Brown"
"16148","A678163",1,1,0,"Black"
"16149","A415823",0,0,0,"Tan"
"16150","A481727",1,1,0,"Tan"
"16151","A699678",0,0,0,"Black"
"16152","A675577",0,0,1,"Cream"
"16153","A695174",0,0,0,"Calico"
"16154","A666097",0,0,0,"Lynx"
"16155","A694990",1,1,0,"Black"
"16156","A717110",1,1,0,"Blue"
"16157","A678968",0,0,0,"Black"
"16158","A693642",0,0,0,"Brown"
"16159","A674583",1,1,0,"White"
"16160","A680994",0,0,0,"Black"
"16161","A706693",0,0,1,"Brown"
"16162","A672143",0,0,0,"Tricolor"
"16163","A675725",1,0,0,"Tortie"
"16164","A692848",0,0,0,"Brown"
"16165","A711692",0,0,1,"Gray"
"16166","A698799",1,1,0,"White"
"16167","A702564",1,1,0,"Black"
"16168","A680835",1,1,1,"Brown"
"16169","A705131",1,1,0,"Blue"
"16170","A666190",0,0,0,"Black"
"16171","A717365",0,0,0,"Brown"
"16172","A671939",0,0,1,"Brown"
"16173","A661383",0,0,0,"Calico"
"16174","A655852",0,0,0,"Tricolor"
"16175","A705256",1,1,1,"Brown"
"16176","A694512",0,0,1,"Orange"
"16177","A701667",1,1,0,"Black"
"16178","A710444",1,1,1,"Brown"
"16179","A667756",1,0,0,"Brown"
"16180","A704828",1,1,1,"Orange"
