AnimalID,Name,popular_name,human_name
A664432,,N,N
A694361,,N,N
A682219,Elsie,N,Y
A720289,Loki,N,N
A717602,Romeo,N,N
A673977,Sophie,N,Y
A714258,,N,N
A683157,,N,N
A688075,,N,N
A701359,,N,N
A667996,Tripp,N,N
A679580,Chalupa,N,N
A713982,,N,N
A674775,Treble,N,N
A720090,,N,N
A710360,Apple,N,N
A678564,Jamie,N,Y
A680345,Rainy,N,N
A663937,,N,N
A713999,Bones,N,N
A715152,Chata,N,N
A695951,Snow White,N,N
A673623,Shtinker,N,N
A713654,Basher,N,N
A718225,Missy Santa,N,N
A699171,Ben,N,Y
A701257,,N,N
A686607,Sophie,N,Y
A705104,Emma,Y,Y
A678360,Fern,N,Y
A689969,Paprika,N,N
A705042,Willie,Y,Y
A683773,Ace,N,N
A671731,Rufus Jenkin,N,N
A696340,,N,N
A698493,Canelo,N,N
A673778,,N,N
A665571,,N,N
A683616,,N,N
A678735,Buddy,N,N
A638296,Starla,N,N
A662404,Cookie,N,N
A684583,,N,N
A684555,,N,N
A681779,,N,N
A688416,,N,N
A681886,Heart,N,N
A664934,Seymour,N,N
A696534,,N,N
A710251,Arrow,N,N
A685785,Baxter,N,N
A691525,,N,N
A679499,Panda,N,N
A695791,Dakota,N,Y
A707881,,N,N
A675870,,N,N
A623498,Squid,N,N
A705935,Bashful,N,N
A704994,Rajah,N,N
A702519,Brownie,N,N
A680669,Rosa,N,Y
A664514,Zane,N,N
A671686,Maya,N,Y
A717366,Lassie,N,N
A676273,,N,N
A696883,Lady,N,N
A696094,,N,N
A675074,Trina,N,N
A685231,Nelly,N,N
A661042,Bentley,N,Y
A703402,Oliver,N,Y
A640955,Sprinkles,N,N
A683016,,N,N
A712668,Ninja,N,N
A709294,Athena,N,N
A681411,Posh,N,N
A695932,Gypsy,N,N
A709461,Teri Teri,N,N
A699048,Chispita,N,N
A719643,Duke,N,N
A681381,Blinky,N,N
A664497,,N,N
A677882,Izzy,N,N
A677247,Rote,N,N
A562220,Scooby,N,N
A430366,Lucky,N,N
A709472,Riku,N,N
A696162,Mr Bentley,N,N
A705451,,N,N
A695598,Princess,N,N
A716859,Petunia,N,N
A719644,Stu,N,N
A669765,Maeve,N,N
A692596,,N,N
A700767,Max,N,Y
A706061,Babs,N,N
A689009,Pinto,N,N
A708279,,N,N
A689858,Bronx,N,N
A552796,Jd,N,N
A700429,Rose,Y,Y
A680802,Don,N,Y
A698781,Sandy,N,Y
A609632,Minnie Mouse,N,N
A672013,,N,N
A701511,,N,N
A670092,,N,N
A703662,Joyce,Y,Y
A696569,Snowy,N,N
A696510,Moxy,N,N
A703764,Bella,N,Y
A712921,Shawna,N,Y
A651818,Mackenzie,N,Y
A698810,Nikki,N,N
A692078,Cameron,N,Y
A667136,,N,N
A711486,L.C.,N,N
A708974,,N,N
A697762,Socks,N,N
A628086,Baby,N,N
A673209,,N,N
A709204,Bodhi,N,N
A663511,Bruno,N,N
A720058,Nacho,N,N
A702578,River,N,N
A678116,,N,N
A590330,Donut,N,N
A666413,Chelsie,N,N
A705218,,N,N
A684351,Hercules,N,N
A685690,Chencho,N,N
A710925,,N,N
A673809,,N,N
A690169,Bruce,Y,Y
A690287,Claire,N,Y
A697496,,N,N
A694564,Petunia,N,N
A578954,Remus,N,N
A687101,Mango,N,N
A705051,Cocoa,N,N
A682598,,N,N
A676961,,N,N
A693775,,N,N
A665914,,N,N
A668286,Sally,N,Y
A718202,Tina,N,Y
A685048,,N,N
A695719,,N,N
A679025,Chipper,N,N
A702269,,N,N
A717469,Mindy,N,Y
A664714,Bruce,Y,Y
A662512,Dazzle,N,N
A677995,,N,N
A667930,Bree,N,N
A699319,Jumpin Jax,N,N
A715362,,N,N
A694759,Rosie,N,Y
A713953,Jack-O-Lant,N,N
A691306,Kane,N,N
A705208,,N,N
A696100,Prancer,N,N
A697480,Pepita,N,N
A710771,Kelli,N,Y
A690100,Monkey,N,N
A664754,,N,N
A692985,Asia,N,N
A711742,Braxton,N,Y
A706348,,N,N
A696738,Scooby,N,N
A641215,Tootsie,N,N
A702187,Charlie,N,Y
A668629,Bonbon,N,N
A712030,,N,N
A666955,,N,N
A679172,Tony,N,Y
A710690,Arwen,N,N
A692385,Tux,N,N
A691408,Wally,N,N
A693097,Niles,N,N
A706414,Toby,N,N
A668488,,N,N
A702974,,N,N
A701285,,N,N
A666400,Chloe,N,Y
A675115,,N,N
A682024,Bruce Wayne,N,N
A683319,Theo,N,N
A680130,Gloria,Y,Y
A697104,Doc,N,N
A669562,Banjo,N,N
A711073,Lalo,N,N
A681417,Whiskers,N,N
A713892,Tuna,N,N
A705481,Sadie,N,Y
A701141,Wolfie,N,N
A706185,,N,N
A666646,,N,N
A688107,Anatoli,N,N
A682465,,N,N
A521865,Earl,N,Y
A711281,Muffins,N,N
A719604,,N,N
A664481,Costello,N,N
A433746,Evette,N,N
A715846,,N,N
A706493,,N,N
A662805,Hop,N,N
A670400,Claire,N,Y
A572003,Brodie,N,N
A683187,,N,N
A702105,Sparky,N,N
A708040,Elwood,N,N
A689180,,N,N
A664997,,N,N
A715744,Will,N,Y
A693894,Shiva,N,N
A705625,Jack,Y,Y
A685771,Dixie,N,N
A675884,Elliot,N,N
A670485,Milo,N,N
A693457,,N,N
A698270,Gretchen,N,N
A666110,Precious,N,N
A673069,Lala,N,N
A689158,Indigo,N,N
A700169,Sofie,N,N
A680030,,N,N
A714584,Chapara,N,N
A711555,Trina,N,N
A716753,Ozzy,N,N
A712180,,N,N
A703980,,N,N
A679635,,N,N
A615843,Isabella,N,Y
A715839,,N,N
A703302,,N,N
A696755,April,N,Y
A671729,Bob Barker,N,N
A686316,Fin,N,N
A705639,,N,N
A664616,Netty,N,N
A569218,Emily,Y,Y
A682215,Pancake,N,N
A694366,Jewel,N,N
A674687,Pascal,N,N
A707502,,N,N
A670906,Freya,N,N
A602764,Pablo,N,N
A685521,,N,N
A647139,Tiny,N,N
A708531,,N,N
A718006,,N,N
A692245,Zane,N,N
A692605,,N,N
A660101,Bella,N,Y
A704776,Louie,N,N
A669641,Hannibal,N,N
A706256,Groot,N,N
A665354,Eric,Y,Y
A522484,Nub,N,N
A671715,Kevin,Y,Y
A705870,Brandi,N,Y
A716590,Yams,N,N
A681149,Pinky,N,N
A703933,Lucy,N,Y
A680166,,N,N
A711045,Tippy Tail,N,N
A714037,Paloma,N,N
A677266,Lexie,N,N
A699050,Sugars,N,N
A688926,,N,N
A712181,,N,N
A661314,Momma,N,N
A650282,Tulip,N,N
A693347,Jam,N,N
A708227,Mitt,N,N
A688350,Peaches,N,N
A684649,Apollo,N,N
A713825,Nemo,N,N
A699910,,N,N
A679105,Diamond,N,Y
A713389,Maya,N,Y
A689260,Gambit,N,N
A687239,Lucy,N,Y
A689994,,N,N
A712665,Jack Nick,N,N
A683342,,N,N
A699899,Abby,N,Y
A692727,Dean,N,Y
A704869,Nala,N,N
A674344,Minnie,N,Y
A701318,Luke,N,Y
A705533,,N,N
A640624,Pez,N,N
A666371,Bella,N,Y
A690070,,N,N
A668905,,N,N
A694453,,N,N
A713041,,N,N
A717765,Moses,N,Y
A677115,Jello,N,N
A664280,Coco,N,N
A510997,Linus,N,N
A688252,Daisy,N,Y
A703281,Doodle,N,N
A604775,Susie Q,N,N
A683112,,N,N
A648080,Rascel,N,N
A712790,Bob,N,Y
A697243,Safari,N,N
A665922,Rocket,N,N
A622803,Kingsley,N,N
A699352,Rocky,N,N
A675427,,N,N
A692190,Henry,Y,Y
A681880,Lorna,N,N
A680450,,N,N
A718752,Coby,N,N
A711705,,N,N
A686084,,N,N
A664485,Peaches,N,N
A697468,,N,N
A681108,Stephen,Y,Y
A679868,Tiger Lily,N,N
A710384,,N,N
A711591,Royston,N,N
A674242,,N,N
A717309,Trapper,N,N
A703679,,N,N
A710309,Jj,N,N
A677706,,N,N
A704111,,N,N
A679090,Ace,N,N
A708453,Chauncey,N,N
A689030,Max,N,Y
A694242,,N,N
A699648,Plex,N,N
A677140,Trudy,N,N
A703237,,N,N
A693703,Sauce,N,N
A673130,Molly,N,Y
A711627,,N,N
A666186,,N,N
A716786,Sassy,N,N
A697759,,N,N
A705134,Brownie,N,N
A667041,Ethyl,N,N
A685480,Jelly,N,N
A716119,,N,N
A684158,,N,N
A673541,,N,N
A660154,Owen,N,Y
A605623,Lola,N,Y
A697166,Grace,Y,Y
A688939,,N,N
A680869,Ponyboy,N,N
A662180,Lonnie G.,N,N
A711966,Heidi,N,Y
A718900,,N,N
A680241,Georgia,N,Y
A687160,Bella,N,Y
A720256,Trunks,N,N
A682069,Blackie,N,N
A666926,Smokey,N,N
A686184,,N,N
A434523,,N,N
A699953,Manny,N,N
A709190,,N,N
A696201,Hazel,N,Y
A713034,Wiley,N,Y
A593109,Sydney,N,Y
A708352,,N,N
A684627,Abigail,Y,Y
A688073,,N,N
A704810,,N,N
A643090,Shiner,N,N
A682099,Rice,N,N
A702303,Arnie,N,N
A709386,Jean Luc,N,N
A688384,Lizzy,N,N
A684492,,N,N
A672300,Marvin Gaye,N,N
A679448,,N,N
A666899,Galadriel,N,N
A673297,Amos,N,Y
A674462,,N,N
A720656,Gypsy,N,N
A719402,Chapo,N,N
A683588,Hercules,N,N
A683858,Capeice,N,N
A682326,Ann Richards,N,N
A676526,Max,N,Y
A667073,Bandit,N,N
A720531,Patrick,Y,Y
A681029,Tipi,N,N
A703632,,N,N
A694766,,N,N
A709330,,N,N
A695846,Dixie,N,N
A713729,Red,N,N
A653750,Jack,Y,Y
A680424,,N,N
A678168,Marley,N,N
A707719,,N,N
A718740,Narles Barkl,N,N
A700875,,N,N
A692228,,N,N
A683020,Mimi,N,N
A686436,Remi,N,N
A676955,Raz,N,N
A667009,Michaelangel,N,N
A696144,Bentley,N,Y
A676357,,N,N
A702342,Bailey,N,Y
A707201,Tabitha,N,Y
A708430,Fern,N,Y
A709315,,N,N
A670737,,N,N
A710363,Wilma,N,Y
A689907,Tiny,N,N
A697940,Biscuit,N,N
A711951,,N,N
A697451,Clover,N,N
A683831,Hallie,N,N
A719934,Pinta,N,N
A689679,Henny,N,N
A707870,,N,N
A717617,Strudel,N,N
A567214,Lilly Bell,N,N
A683495,Bowser,N,N
A716061,Coco,N,N
A666937,,N,N
A676644,,N,N
A661808,,N,N
A686715,,N,N
A702576,Georgie,N,N
A702336,,N,N
A687439,,N,N
A707286,Keaton,N,N
A663070,Edith,N,Y
A717397,,N,N
A681450,,N,N
A694461,Baxter,N,N
A685824,,N,N
A715825,Chubbs,N,N
A707048,Charlie,N,Y
A665969,,N,N
A698842,Juno,N,N
A694841,,N,N
A706433,Riley,N,Y
A718388,,N,N
A708072,,N,N
A634836,Storm,N,N
A674916,Charlie,N,Y
A668361,Gizmo,N,N
A643153,Aurora,N,Y
A662436,Holly,N,Y
A675500,Carmen,N,Y
A699306,,N,N
A670615,,N,N
A700140,,N,N
A706562,Dawn,N,Y
A670443,Jack,Y,Y
A697279,Phedre,N,N
A691693,,N,N
A706053,Hudson,N,Y
A678566,,N,N
A672765,Scrappy,N,N
A703654,Zoe,N,Y
A668658,Lila,N,Y
A713226,Peony,N,N
A637291,Luna,N,Y
A705754,Javier,N,Y
A712183,,N,N
A688917,Pickle,N,N
A684226,Spike,N,N
A690724,Nikita,N,N
A693380,Izzy,N,N
A685482,Pip,N,N
A675624,,N,N
A688970,Rusty,N,N
A503371,Abby,N,Y
A674569,Amelia,N,Y
A707088,,N,N
A698364,Remy,N,N
A691256,Tess,N,N
A680924,,N,N
A677629,Scruffles,N,N
A682935,,N,N
A669366,,N,N
A684295,Ladybird,N,N
A684299,Lucy,N,Y
A687667,Anna Mae,N,N
A710672,Ponyo,N,N
A684882,,N,N
A674069,David,Y,Y
A686959,,N,N
A699690,Debo,N,N
A685630,Tonka,N,N
A687833,,N,N
A692469,Bella,N,Y
A696317,Lazey,N,N
A709243,Leoara,N,N
A715829,Coco,N,N
A708007,,N,N
A718437,Baby,N,N
A712923,,N,N
A673039,,N,N
A680360,Macie,N,N
A712631,,N,N
A668806,Princess,N,N
A664880,Dody Becerra,N,N
A677959,,N,N
A675894,Cleopatra,N,N
A715827,Peewee,N,N
A711548,Cody,N,Y
A695741,Libby,N,N
A693882,Luis,N,Y
A692229,Axle,N,N
A713809,Sachmo,N,N
A694911,,N,N
A705252,Doogie,N,N
A612925,Blake,N,Y
A670937,Sadee Lynn,N,N
A680974,,N,N
A682514,Farrah,N,N
A700684,Hero,N,N
A682703,Punkin,N,N
A695638,Ruby,N,Y
A709217,,N,N
A685468,Meowski,N,N
A676111,Saroc,N,N
A676814,Doug,N,N
A712666,,N,N
A640710,Lou,N,Y
A715142,Wubsey,N,N
A683686,Candy,N,N
A678119,,N,N
A685526,Milo,N,N
A698159,,N,N
A699292,Rio,N,N
A718031,Junior,N,Y
A669164,Simba,N,N
A708188,Beasley,N,N
A670624,,N,N
A705098,,N,N
A705632,,N,N
A667182,Olive,N,Y
A672647,Pony Girl,N,N
A707405,Logan,Y,Y
A705182,Jett,N,N
A719970,Loverboy,N,N
A718397,Alex,N,Y
A719638,Marcia,N,Y
A676129,Ruby,N,Y
A701642,Sidney,N,Y
A713148,Amos,N,Y
A685339,Baby,N,N
A669688,Checkers,N,N
A673074,Milton,N,Y
A663286,Bo,N,N
A663707,Alice,Y,Y
A666821,Cat 1,N,N
A688582,Caramel,N,N
A680650,S'Mores,N,N
A704661,,N,N
A664303,,N,N
A711541,Kyba,N,N
A597023,Rusty,N,N
A718403,,N,N
A675180,,N,N
A696587,Simona,N,N
A669148,Luna,N,Y
A654642,Roxie,N,Y
A714943,Oso,N,N
A685613,Louie,N,N
A717620,Oliver,N,Y
A680183,Coyote,N,N
A702601,,N,N
A703371,Nina,N,Y
A686629,Dot,N,N
A716857,Banana,N,N
A691846,Manny,N,N
A651249,Blackie,N,N
A668897,Sally,N,Y
A498842,Shine,N,N
A709161,Mitzi,N,N
A691432,,N,N
A665491,Oso,N,N
A697467,,N,N
A681274,,N,N
A708519,Pima,N,N
A719420,Maya,N,Y
A677526,,N,N
A700961,Wishbone,N,N
A673909,Kobe,N,N
A716098,Max,N,Y
A717722,George,Y,Y
A674709,Chato,N,N
A687051,,N,N
A691732,Copper,N,N
A701121,Max,N,Y
A686994,Ellie,N,Y
A706272,Isaac,N,Y
A676815,Star,N,N
A713216,Sylvester,N,Y
A686553,Smokey,N,N
A684619,,N,N
A681239,Remington,N,N
A690624,Oils,N,N
A714117,Amador,N,N
A683039,,N,N
A718000,,N,N
A719509,Henry,Y,Y
A677836,,N,N
A713613,,N,N
A707658,Mint,N,N
A693045,,N,N
A711604,Benny,N,Y
A716315,Diesel,N,N
A671093,Tigger,N,N
A709167,,N,N
A683730,Eloise,N,Y
A693329,Chapito,N,N
A712391,,N,N
A695986,Nani,N,N
A669450,,N,N
A674819,Truly,N,N
A714050,Brian,Y,Y
A694218,Snowflake,N,N
A702344,,N,N
A680740,Silver,N,N
A685827,Papi,N,N
A708614,Capote,N,N
A691508,Zuchinni,N,N
A679997,Miss Etta,N,N
A594400,Jordan,Y,Y
A705798,,N,N
A680536,Lilly,N,Y
A575214,Bebe,N,N
A718674,Ceniza,N,N
A671863,Frenchie,N,N
A720034,Pepper,N,N
A685500,,N,N
A679752,Patches,N,N
A676712,Gala,N,N
A709301,Sansa,N,N
A719927,Daisy,N,Y
A710829,,N,N
A687338,,N,N
A664782,Lucille,N,Y
A717518,Cherry,N,N
A669908,Tara,N,Y
A515677,Angel,N,Y
A691479,Annabelle,N,Y
A706212,Giselle,N,Y
A677984,Shadow,N,N
A704265,Rookie,N,N
A676134,Missy,N,N
A717508,Merlow,N,N
A680957,Copper,N,N
A681827,Quincy,N,N
A702669,,N,N
A702492,Margot,N,N
A671644,Samson,N,N
A706846,Mugsie,N,N
A707751,Brando,N,N
A709213,Endo,N,N
A710113,Ramona,N,Y
A668042,Susan,Y,Y
A604955,Pollydoodle,N,N
A683497,Max,N,Y
A691571,Autumn,N,Y
A679016,June,N,Y
A680487,,N,N
A714511,Josilyn,N,N
A684786,Reno,N,N
A691529,Dino,N,N
A678308,,N,N
A689022,,N,N
A668387,Ricky,N,Y
A709905,,N,N
A713485,Kuku,N,N
A687054,Sugg,N,N
A686871,,N,N
A693967,Betty,Y,Y
A688091,,N,N
A701076,Wilbur,N,Y
A660136,Puffy,N,N
A701965,,N,N
A706052,Minnie,N,Y
A695630,,N,N
A677050,,N,N
A662227,Austin,Y,Y
A674573,Maddie,N,N
A713385,Mowgli,N,N
A677898,Ritzy,N,N
A678486,Higgins,N,N
A713249,Chewy,N,N
A697732,,N,N
A672216,Rambo,N,N
A680121,Daisy,N,Y
A707663,Lola,N,Y
A695703,Wiley,N,Y
A671547,Shelby,N,Y
A703589,Ms. Piper,N,N
A665212,Lonnie,N,Y
A702990,Anasa,N,N
A678723,,N,N
A702473,Beullah,N,N
A687029,,N,N
A708408,,N,N
A683865,Trudy,N,N
A676725,,N,N
A689257,Hailey,N,Y
A713905,Petey,N,N
A678303,,N,N
A577582,Carolina,N,N
A684487,Bella,N,Y
A684700,,N,N
A718141,Romero,N,N
A711144,Daisy,N,Y
A675069,Spring,N,N
A706940,Dory,N,N
A698898,Summer,N,Y
A691881,Poot,N,N
A688593,Sophie,N,Y
A714708,Huggy Bear,N,N
A699245,Turbo 2,N,N
A642946,Pico,N,N
A718970,Zelda,N,N
A704861,Annabelle,N,Y
A686221,Sparky,N,N
A674738,Gerald,Y,Y
A664519,,N,N
A702560,Batman,N,N
A713282,Romeo,N,N
A701490,,N,N
A703899,River,N,N
A659043,Lala,N,N
A719411,Poppy,N,N
A703915,Abe,N,N
A719372,Elsa,N,N
A693213,Bentley,N,Y
A720774,Belle,N,Y
A682529,Chelsea,N,Y
A709232,,N,N
A694738,Moxie,N,N
A712068,Minnie,N,Y
A718101,Ginger,N,N
A706035,,N,N
A674672,,N,N
A588582,Abby,N,Y
A674808,Rocko,N,N
A695360,Jake,N,Y
A688931,,N,N
A688399,Goobey,N,N
A672072,Lizzie,N,Y
A716384,Maddie,N,N
A683645,Jd,N,N
A696237,Sam,N,Y
A711963,Glenn,N,Y
A719923,Tubbins Mclo,N,N
A708774,Chiquita,N,N
A672695,,N,N
A694237,Valentine,N,N
A719820,Lavender,N,N
A701660,Mowgli,N,N
A676443,Bedo,N,N
A685278,Pistachio,N,N
A707136,Grace Kelly,N,N
A708452,Mumble,N,N
A702543,Lacey,N,Y
A661699,,N,N
A704675,Annie,N,Y
A715294,Peewee,N,N
A668689,Mercedes,N,Y
A603621,Baby,N,N
A673664,,N,N
A716629,,N,N
A669982,Wrigley,N,N
A682836,,N,N
A714607,Bodhi,N,N
A668198,Sally,N,Y
A665073,Gracie,N,Y
A687410,,N,N
A704704,Tyson,N,N
A534548,Chloe,N,Y
A683577,Ginger,N,N
A683303,,N,N
A716817,Rosie,N,Y
A688568,Lucas,N,Y
A677582,Prancer,N,N
A674167,Kevin,Y,Y
A673382,Zooey,N,N
A677562,,N,N
A673464,Wilma,N,Y
A719663,Rocky,N,N
A712780,Rocky,N,N
A695251,,N,N
A686504,Angel Marie,N,N
A691342,Charlie,N,Y
A669511,,N,N
A706890,Lott,N,N
A714557,,N,N
A711717,Kibo,N,N
A706072,Firecracker,N,N
A689346,Daryl,N,Y
A679864,Toby,N,N
A713634,Lady,N,N
A699748,Jasmine,N,Y
A664597,Phoebe,N,N
A714062,Deanna,N,Y
A685595,Gabriel,Y,Y
A713831,Bella,N,Y
A699937,Gordo,N,N
A693551,Pepper,N,N
A665586,Timmy,N,N
A681550,,N,N
A691343,,N,N
A676830,Butter,N,N
A684200,,N,N
A684236,Shabba,N,N
A711388,Homer,N,Y
A712741,Cosima,N,N
A704072,,N,N
A718260,Jax,N,N
A702610,Jordan,Y,Y
A706496,,N,N
A696607,Sugar,N,N
A693710,Roscoe,N,Y
A704989,Katina,N,N
A688068,,N,N
A668588,,N,N
A671759,Jojo,N,N
A703406,,N,N
A696014,,N,N
A700371,Zeus,N,N
A652261,Puffy,N,N
A665714,Fridy Katy,N,N
A666317,Jackson,N,Y
A667080,Garfunkel,N,N
A673674,,N,N
A700466,Jackson,N,Y
A667439,Porter,N,N
A693794,,N,N
A678493,,N,N
A691729,,N,N
A705945,Amanda,Y,Y
A690609,Luigi,N,N
A706574,,N,N
A678962,,N,N
A659039,Eddie,N,Y
A715065,Princess,N,N
A697584,Jessie,N,Y
A662137,Hercules,N,N
A674879,,N,N
A701205,Chapo,N,N
A669193,Daisy,N,Y
A706037,,N,N
A700782,Puppy,N,N
A711335,Samson,N,N
A700858,Lucky,N,N
A677605,Jr,N,N
A709681,,N,N
A689195,,N,N
A681075,Ghost,N,N
A685645,,N,N
A697649,Lily,N,Y
A693270,Echo,N,N
A697413,B.J.,N,N
A688710,Guerro,N,N
A684577,King,N,N
A688617,,N,N
A676345,Parker,N,Y
A718340,Coco,N,N
A702311,,N,N
A682854,Kaui,N,N
A688192,Roti/Haji,N,N
A701856,Pepper,N,N
A704400,Kevin,Y,Y
A687061,Blue,N,N
A715719,,N,N
A665890,Chase,N,Y
A711260,,N,N
A690469,Georgia Grac,N,N
A679348,,N,N
A711843,,N,N
A659832,Cooper,N,Y
A694914,,N,N
A700252,Spot,N,N
A692077,Sasha,N,N
A701401,Jill,N,Y
A683509,Ennis,N,N
A667724,Romeo,N,N
A678623,,N,N
A685677,Howdy,N,N
A664242,Lizzard,N,N
A699769,Roger Rabbit,N,N
A378818,Zoe,N,Y
A696631,Bella,N,Y
A666933,Tiger Lilly,N,N
A669228,,N,N
A716787,Ridley,N,N
A703983,Victoria,Y,Y
A673508,Holly,N,Y
A704669,,N,N
A679516,Tillie,N,Y
A690297,,N,N
A709297,Sirius,N,N
A707943,London,N,Y
A702050,,N,N
A671094,Gina,N,Y
A720612,Cocoa,N,N
A712327,Luna,N,Y
A683001,Moonpie,N,N
A681506,Alex,N,Y
A693215,Lola,N,Y
A610320,Peter,Y,Y
A671439,Faith,N,Y
A705127,,N,N
A649385,Dusty,N,N
A707297,Dot,N,N
A708368,Kountry,N,N
A705907,Snow,N,N
A717944,Lassie,N,N
A689010,Daisy,N,Y
A711537,,N,N
A667405,,N,N
A688983,Captain,N,N
A709171,,N,N
A682041,Nicholas,Y,Y
A706328,Boss Hogg,N,N
A536132,Alice,Y,Y
A655545,Shortround,N,N
A707253,Goowa,N,N
A680731,Boo Boo,N,N
A704613,,N,N
A695214,Penelope,N,Y
A678271,,N,N
A686261,Jackson,N,Y
A682548,Slugger,N,N
A679262,,N,N
A695531,Harvey,N,Y
A686014,,N,N
A680357,Gilbert,N,Y
A673929,,N,N
A714472,Leo,N,Y
A693312,,N,N
A714282,Deliah,N,N
A699815,Bailey,N,Y
A697198,Hattrick,N,N
A663168,Archer,N,N
A709658,Slava,N,N
A719219,Penny,N,Y
A704278,Candy,N,N
A706081,Diamond,N,Y
A693752,Lucas,N,Y
A672091,,N,N
A716800,Ernie,N,N
A707478,Junebug,N,N
A720195,Blaze,N,N
A705839,,N,N
A686185,Ricky,N,Y
A706470,,N,N
A693453,Bartholomew,N,N
A717179,,N,N
A704552,Gordy,N,N
A695954,,N,N
A669126,Vixen,N,N
A693323,Rocky,N,N
A691194,,N,N
A430953,Jake,N,Y
A675009,Daisy,N,Y
A708399,,N,N
A688141,Cassandra,N,Y
A684411,Apollo,N,N
A676940,Ace,N,N
A668530,,N,N
A716704,,N,N
A707383,Poldark,N,N
A695308,Dolly,N,N
A703362,Hank,N,N
A688413,,N,N
A668677,,N,N
A614225,Whiskers,N,N
A662615,Leo,N,Y
A665000,,N,N
A697063,Benjamin,Y,Y
A692626,Mikey,N,N
A692325,,N,N
A696286,Shiner,N,N
A685139,,N,N
A691946,Sugar,N,N
A693616,Ditch,N,N
A685617,,N,N
A710639,,N,N
A672352,Jack Black,N,N
A718413,,N,N
A701718,Hades,N,N
A711812,,N,N
A720338,Jessie,N,Y
A668882,Jerbyz,N,N
A692838,Kirby,N,N
A594793,Jake,N,Y
A713303,,N,N
A702744,Bo,N,N
A688991,Shades,N,N
A694573,Shelby,N,Y
A685720,,N,N
A687900,Nelly,N,N
A704287,Bevo,N,N
A671192,Layla,N,Y
A709729,,N,N
A708976,,N,N
A694138,Maggie,N,Y
A683080,,N,N
A710033,,N,N
A718708,Watson,N,N
A711055,Yummie,N,N
A685431,Bubbles,N,N
A698015,Snow,N,N
A670725,Rosie,N,Y
A715773,Nemo,N,N
A574935,Blue,N,N
A684045,Ronin,N,N
A703857,,N,N
A674748,Candy,N,N
A682183,Roger Roger,N,N
A245945,Boomer,N,N
A664042,,N,N
A703727,Crispin,N,N
A715605,Diamond,N,Y
A675279,Filbert,N,N
A713408,Trinity,N,Y
A698275,Casper,N,N
A666946,Chico,N,N
A694456,Shaggy,N,N
A689045,,N,N
A681468,Juneau,N,N
A701144,Penny,N,Y
A693660,Red,N,N
A710685,Aragorn,N,N
A706490,,N,N
A695880,Vegas,N,N
A670473,Jackson,N,Y
A690192,,N,N
A685605,Coco,N,N
A720330,Paco,N,N
A697980,Chapi,N,N
A644479,Periwiggles,N,N
A680870,Ian,N,Y
A713465,Kiko,N,N
A690726,,N,N
A576207,,N,N
A702800,,N,N
A644472,Sharpie,N,N
A690485,Jax,N,N
A715560,Nola,N,N
A710757,Coraje,N,N
A667123,Princess,N,N
A687042,,N,N
A682082,,N,N
A689634,,N,N
A696583,Layla,N,Y
A700060,,N,N
A672341,Mischief,N,N
A711821,Leo,N,Y
A680471,Adorable,N,N
A716599,,N,N
A681541,,N,N
A661916,Bella,N,Y
A713962,,N,N
A664454,,N,N
A703690,,N,N
A682953,Azia,N,N
A676573,Daisy,N,Y
A711200,Cookie,N,N
A410684,Mitty,N,N
A680422,Duke,N,N
A711331,,N,N
A710179,Morrow,N,N
A698402,Sunny,N,N
A711778,Lucky,N,N
A673579,Charisma,N,N
A677035,Echo,N,N
A687112,,N,N
A666989,Jojo,N,N
A665263,Max,N,Y
A713011,,N,N
A690794,Lennon,N,N
A606646,Merry,N,N
A693218,,N,N
A666603,,N,N
A669469,Blacky,N,N
A699970,,N,N
A676530,Finley,N,N
A651015,Clifford,N,Y
A663123,Travis,N,Y
A688835,Olivia,Y,Y
A696915,Unique,N,N
A663714,Trigger,N,N
A678367,Daisy,N,Y
A719484,,N,N
A673111,B.G.,N,N
A708350,,N,N
A713379,,N,N
A676704,,N,N
A700777,,N,N
A713598,Willie,Y,Y
A685655,Diamond,N,Y
A671728,Dice,N,N
A719206,Zeus,N,N
A665848,Pedro,N,Y
A691705,Zip,N,N
A673420,Saphire,N,N
A612982,Bowser,N,N
A678769,Emma,Y,Y
A670518,Paloma,N,N
A697469,,N,N
A713822,Bodacious,N,N
A677672,,N,N
A698076,Colt,N,N
A715426,Bb,N,N
A702177,,N,N
A586186,Arthur,Y,Y
A706606,Boyd,N,N
A687430,,N,N
A693481,,N,N
A675248,,N,N
A700354,,N,N
A677686,Max,N,Y
A671931,Sophia,N,Y
A694553,,N,N
A708061,Alfred,N,Y
A714629,Peach,N,N
A707737,North,N,N
A680396,Truman,N,N
A696349,,N,N
A688906,Kirby,N,N
A208755,Kootrie,N,N
A679960,George,Y,Y
A718488,Yaira,N,N
A718902,,N,N
A685382,Dachs,N,N
A664294,Juliet,N,N
A663023,Cinnamon,N,N
A671753,Susie,N,Y
A684222,Brownie,N,N
A674788,Sasha,N,N
A682580,,N,N
A715363,Grace,Y,Y
A697601,,N,N
A686494,,N,N
A670657,Gretel,N,N
A650148,Doughie Bear,N,N
A665588,,N,N
A713295,Charlie,N,Y
A681910,Nash,N,N
A707516,,N,N
A691259,,N,N
A702403,Harvey,N,Y
A695827,,N,N
A703961,,N,N
A702161,Hawk,N,N
A534780,Oliver,N,Y
