"","ID","years"
"16473","A689436",2
"16474","A666760",1
"16475","A693034",1
"16476","A694577",6
"16477","A680744",0
"16478","A716054",0
"16479","A713078",0
"16480","A708768",2
"16481","A712008",1
"16482","A713233",0
"16483","A719223",11
"16484","A719506",3
"16485","A671045",6
"16486","A697481",3
"16487","A708147",0
"16488","A687397",0
"16489","A686719",0
"16490","A680269",0
"16491","A698752",1
"16492","A684465",0
"16493","A683343",1
"16494","A677524",2
"16495","A672199",1
"16496","A700646",2
"16497","A670094",10
"16498","A688914",0
"16499","A700822",0
"16500","A716018",0
"16501","A692008",2
"16502","A716136",3
"16503","A682849",0
"16504","A664546",1
"16505","A691641",0
"16506","A715474",1
"16507","A694790",0
"16508","A719277",0
"16509","A680421",0
"16510","A720590",12
"16511","A707797",2
"16512","A691498",2
"16513","A684276",0
"16514","A691536",0
"16515","A707290",1
"16516","A720175",5
"16517","A694382",0
"16518","A704455",0
"16519","A712026",0
"16520","A712530",0
"16521","A713032",0
"16522","A687812",0
"16523","A666524",2
"16524","A714802",0
"16525","A698046",4
"16526","A663917",1
"16527","A706152",0
"16528","A705946",0
"16529","A689971",1
"16530","A717958",0
"16531","A717467",1
"16532","A685296",2
"16533","A672623",1
"16534","A639095",7
"16535","A665974",0
"16536","A686541",0
"16537","A709308",2
"16538","A710553",0
"16539","A717932",11
"16540","A687662",0
"16541","A661561",10
"16542","A604480",4
"16543","A696841",1
"16544","A679857",1
"16545","A668919",1
"16546","A691395",0
"16547","A713545",0
"16548","A663928",4
"16549","A691337",2
"16550","A698047",0
"16551","A667049",6
"16552","A625787",14
"16553","A368930",10
"16554","A677246",0
"16555","A705864",0
"16556","A710100",4
"16557","A714387",2
"16558","A644592",0
"16559","A690005",10
"16560","A703137",9
"16561","A714009",0
"16562","A714146",0
"16563","A698938",4
"16564","A712108",0
"16565","A714512",0
"16566","A652387",5
"16567","A697191",1
"16568","A673928",3
"16569","A674425",8
"16570","A719105",10
"16571","A718742",0
"16572","A680559",0
"16573","A692566",0
"16574","A559090",6
"16575","A690029",3
"16576","A715380",0
"16577","A706137",0
"16578","A719075",5
"16579","A719279",9
"16580","A700237",3
"16581","A716979",0
"16582","A695906",0
"16583","A676495",1
"16584","A685509",0
"16585","A668685",1
"16586","A709085",0
"16587","A669745",0
"16588","A716105",1
"16589","A716503",0
"16590","A684636",2
"16591","A518264",5
"16592","A696539",0
"16593","A704556",0
"16594","A720535",0
"16595","A685891",0
"16596","A693743",4
"16597","A703081",0
"16598","A702203",0
"16599","A706619",1
"16600","A690844",6
"16601","A700282",5
"16602","A680209",2
"16603","A690474",0
"16604","A670832",2
"16605","A706273",0
"16606","A678955",0
"16607","A682536",0
"16608","A696497",0
"16609","A706774",2
"16610","A666814",0
"16611","A719226",0
"16612","A705800",1
"16613","A720486",0
"16614","A674694",5
"16615","A675581",0
"16616","A671555",0
"16617","A711416",0
"16618","A711342",0
"16619","A684495",4
"16620","A678736",0
"16621","A677072",1
"16622","A689212",1
"16623","A718245",2
"16624","A709553",0
"16625","A675188",2
"16626","A698969",1
"16627","A696449",3
"16628","A684211",0
"16629","A680715",2
"16630","A668209",3
"16631","A671517",0
"16632","A684090",0
"16633","A663530",2
"16634","A675335",4
"16635","A688803",3
"16636","A666896",0
"16637","A695636",0
"16638","A676355",2
"16639","A707355",0
"16640","A678965",0
"16641","A666592",2
"16642","A719176",12
"16643","A708443",1
"16644","A666091",0
"16645","A697686",8
"16646","A672346",1
"16647","A664625",2
"16648","A673393",2
"16649","A677633",0
"16650","A667550",5
"16651","A704429",0
"16652","A698971",5
"16653","A674662",0
"16654","A705357",0
"16655","A667861",3
"16656","A694547",1
"16657","A713157",0
"16658","A663550",0
"16659","A700114",1
"16660","A459318",3
"16661","A701074",0
"16662","A489704",14
"16663","A667467",12
"16664","A673327",2
"16665","A700255",4
"16666","A715385",5
"16667","A692837",0
"16668","A678253",0
"16669","A711745",8
"16670","A681218",0
"16671","A688093",5
"16672","A658404",0
"16673","A678087",0
"16674","A693321",6
"16675","A670005",0
"16676","A680810",0
"16677","A699490",0
"16678","A678349",2
"16679","A666629",2
"16680","A665102",0
"16681","A701373",0
"16682","A699871",1
"16683","A716334",2
"16684","A697151",2
"16685","A691699",0
"16686","A712078",0
"16687","A702980",0
"16688","A667404",3
"16689","A685798",4
"16690","A673007",1
"16691","A665444",0
"16692","A685615",0
"16693","A663342",1
"16694","A666212",0
"16695","A702505",0
"16696","A688151",5
"16697","A712995",8
"16698","A697876",2
"16699","A673866",0
"16700","A695182",7
"16701","A682187",0
"16702","A670502",5
"16703","A680485",0
"16704","A685992",0
"16705","A715044",10
"16706","A707692",0
"16707","A720461",0
"16708","A679410",0
"16709","A700655",0
"16710","A696116",1
"16711","A685283",0
"16712","A683945",0
"16713","A709485",2
"16714","A669504",0
"16715","A701346",3
"16716","A684464",0
"16717","A718583",1
"16718","A719091",2
"16719","A626771",2
"16720","A695688",1
"16721","A696153",0
"16722","A682469",0
"16723","A683434",0
"16724","A710276",5
"16725","A711469",0
"16726","A710835",2
"16727","A664720",6
"16728","A678339",8
"16729","A671577",1
"16730","A718523",0
"16731","A668580",1
"16732","A534959",8
"16733","A489464",8
"16734","A705066",0
"16735","A718056",6
"16736","A708713",2
"16737","A705602",3
"16738","A676343",0
"16739","A702706",0
"16740","A705146",13
"16741","A677889",0
"16742","A668058",0
"16743","A668218",0
"16744","A667827",0
"16745","A704728",2
"16746","A678820",0
"16747","A683584",8
"16748","A697680",0
"16749","A697252",1
"16750","A705516",0
"16751","A707920",2
"16752","A685109",0
"16753","A698264",1
"16754","A691682",3
"16755","A491810",8
"16756","A435209",9
"16757","A673040",0
"16758","A699788",0
"16759","A678143",4
"16760","A679511",5
"16761","A665708",0
"16762","A669370",3
"16763","A720494",0
"16764","A708977",0
"16765","A712219",2
"16766","A666916",0
"16767","A718793",12
"16768","A706507",0
"16769","A694052",0
"16770","A618957",3
"16771","A677555",2
"16772","A689949",3
"16773","A696225",5
"16774","A719061",0
"16775","A661830",1
"16776","A717890",4
"16777","A678214",0
"16778","A692321",8
"16779","A666866",9
"16780","A672416",0
"16781","A717402",2
"16782","A699857",0
"16783","A699793",8
"16784","A719076",0
"16785","A714623",5
"16786","A700773",0
"16787","A590362",4
"16788","A695794",1
"16789","A690122",0
"16790","A717782",15
"16791","A663962",2
"16792","A677628",0
"16793","A638819",10
"16794","A687660",0
"16795","A692464",0
"16796","A673937",0
"16797","A714086",1
"16798","A680504",2
"16799","A713850",0
"16800","A697358",0
"16801","A708875",0
"16802","A688547",0
"16803","A710343",0
"16804","A673777",1
"16805","A689748",1
"16806","A699832",10
"16807","A693440",1
"16808","A664509",0
"16809","A669384",15
"16810","A587006",5
"16811","A654719",5
"16812","A694740",2
"16813","A709212",0
"16814","A688423",1
"16815","A701478",0
"16816","A719464",1
"16817","A688522",0
"16818","A679472",0
"16819","A679116",0
"16820","A655608",5
"16821","A688839",1
"16822","A673613",0
"16823","A679663",0
"16824","A675016",1
"16825","A681522",6
"16826","A689456",2
"16827","A671164",0
"16828","A693012",1
"16829","A665085",1
"16830","A690642",0
"16831","A714119",0
"16832","A717188",9
"16833","A705390",2
"16834","A576186",4
"16835","A693361",4
"16836","A710934",2
"16837","A708922",14
"16838","A695028",0
"16839","A682596",0
"16840","A704198",0
"16841","A702969",0
"16842","A699963",0
"16843","A692930",3
"16844","A711021",0
"16845","A671913",1
"16846","A670903",0
"16847","A692981",0
"16848","A719365",4
"16849","A678193",2
"16850","A708364",0
"16851","A679076",0
"16852","A559477",7
"16853","A668601",2
"16854","A668345",1
"16855","A679470",0
"16856","A716081",2
"16857","A690854",0
"16858","A701803",0
"16859","A672368",7
"16860","A682554",0
"16861","A679157",0
"16862","A692593",0
"16863","A715861",2
"16864","A700569",1
"16865","A711460",0
"16866","A686315",1
"16867","A705853",0
"16868","A718414",6
"16869","A669881",1
"16870","A683869",0
"16871","A702539",0
"16872","A685890",0
"16873","A680301",1
"16874","A668746",2
"16875","A681012",0
"16876","A698757",3
"16877","A694228",1
"16878","A719231",2
"16879","A669179",0
"16880","A716153",0
"16881","A679964",10
"16882","A672808",0
"16883","A678831",0
"16884","A669898",0
"16885","A670632",1
"16886","A696776",3
"16887","A714170",8
"16888","A664555",0
"16889","A710644",3
"16890","A597665",5
"16891","A696581",0
"16892","A717993",0
"16893","A674957",5
"16894","A677630",0
"16895","A492808",8
"16896","A683235",1
"16897","A694071",0
"16898","A703593",2
"16899","A667078",0
"16900","A698155",5
"16901","A700911",0
"16902","A710516",0
"16903","A671138",3
"16904","A715101",1
"16905","A682389",2
"16906","A683813",4
"16907","A678028",0
"16908","A679362",4
"16909","A669424",1
"16910","A687129",0
"16911","A577584",7
"16912","A666390",3
"16913","A691248",0
"16914","A704496",0
"16915","A688848",8
"16916","A681985",0
"16917","A672650",1
"16918","A684634",1
"16919","A679279",3
"16920","A678003",0
"16921","A692219",2
"16922","A710776",4
"16923","A699725",0
"16924","A682059",0
"16925","A672084",1
"16926","A701142",0
"16927","A678348",0
"16928","A700724",1
"16929","A700377",2
"16930","A703175",3
"16931","A712525",0
"16932","A540171",6
"16933","A681271",0
"16934","A697930",12
"16935","A689419",2
"16936","A691378",3
"16937","A677278",1
"16938","A680923",10
"16939","A667178",2
"16940","A373219",5
"16941","A685905",0
"16942","A679575",3
"16943","A672485",2
"16944","A668534",0
"16945","A699486",1
"16946","A674205",12
"16947","A717537",0
"16948","A685094",0
"16949","A704053",2
"16950","A716073",0
"16951","A581356",3
"16952","A695432",1
"16953","A697821",2
"16954","A689062",5
"16955","A698593",1
"16956","A714916",0
"16957","A702862",2
"16958","A704516",0
"16959","A682584",1
"16960","A703343",0
"16961","A683848",3
"16962","A709305",0
"16963","A711289",1
"16964","A718524",0
"16965","A649773",2
"16966","A664196",8
"16967","A695227",0
"16968","A708247",15
"16969","A681185",0
"16970","A693291",0
"16971","A709062",0
"16972","A669119",2
"16973","A669471",3
"16974","A708412",0
"16975","A668224",3
"16976","A705869",0
"16977","A592707",5
"16978","A663953",0
"16979","A677722",1
"16980","A716166",0
"16981","A698653",1
"16982","A684539",0
"16983","A708261",0
"16984","A699587",2
"16985","A688855",4
"16986","A693964",2
"16987","A675562",0
"16988","A658595",13
"16989","A673535",3
"16990","A695881",5
"16991","A674603",12
"16992","A718591",1
"16993","A709782",8
"16994","A683288",0
"16995","A707961",0
"16996","A675131",1
"16997","A699775",0
"16998","A693874",0
"16999","A693940",3
"17000","A674182",4
"17001","A673038",2
"17002","A692068",6
"17003","A672005",1
"17004","A720115",0
"17005","A678838",0
"17006","A703579",9
"17007","A548948",7
"17008","A703684",0
"17009","A707746",0
"17010","A671982",4
"17011","A683454",1
"17012","A698489",0
"17013","A697672",3
"17014","A672896",0
"17015","A675487",2
"17016","A675072",9
"17017","A683861",2
"17018","A702957",12
"17019","A669970",4
"17020","A664707",0
"17021","A667279",2
"17022","A677176",0
"17023","A720650",2
"17024","A679400",0
"17025","A713452",0
"17026","A701462",1
"17027","A705103",0
"17028","A680989",1
"17029","A685524",0
"17030","A696424",1
"17031","A716196",0
"17032","A695910",0
"17033","A685584",0
"17034","A682681",0
"17035","A703354",2
"17036","A685158",0
"17037","A688676",3
"17038","A698648",10
"17039","A686113",0
"17040","A677208",0
"17041","A682684",2
"17042","A705979",10
"17043","A665925",0
"17044","A711393",0
"17045","A711361",0
"17046","A707989",1
"17047","A711277",0
"17048","A699080",1
"17049","A662380",1
"17050","A710110",0
"17051","A666578",3
"17052","A707316",0
"17053","A693664",2
"17054","A664891",1
"17055","A669897",0
"17056","A716598",10
"17057","A705143",0
"17058","A704707",0
"17059","A688342",0
"17060","A679615",0
"17061","A664363",3
"17062","A684441",1
"17063","A695763",3
"17064","A697286",2
"17065","A714302",0
"17066","A632891",7
"17067","A708300",0
"17068","A678798",0
"17069","A683137",1
"17070","A706127",0
"17071","A684301",0
"17072","A683573",0
"17073","A667654",2
"17074","A695833",0
"17075","A696017",1
"17076","A717638",0
"17077","A701799",0
"17078","A696691",5
"17079","A714348",0
"17080","A704898",0
"17081","A714116",2
"17082","A697929",0
"17083","A673118",3
"17084","A676213",8
"17085","A703586",0
"17086","A702358",1
"17087","A669912",4
"17088","A694979",1
"17089","A712942",2
"17090","A695840",2
"17091","A695065",3
"17092","A669411",0
"17093","A692789",0
"17094","A619638",8
"17095","A684127",2
"17096","A664646",5
"17097","A688140",0
"17098","A688214",0
"17099","A710461",0
"17100","A666569",2
"17101","A688474",0
"17102","A709871",0
"17103","A672557",1
"17104","A643529",1
"17105","A682373",0
"17106","A676688",8
"17107","A700653",7
"17108","A698836",0
"17109","A709075",0
"17110","A678434",2
"17111","A677291",0
"17112","A683161",0
"17113","A684188",2
"17114","A671128",7
"17115","A707145",1
"17116","A693250",0
"17117","A705932",3
"17118","A695963",0
"17119","A575180",4
"17120","A706404",2
"17121","A687608",0
"17122","A694707",3
"17123","A686747",0
"17124","A710648",1
"17125","A683073",5
"17126","A709278",0
"17127","A691861",3
"17128","A711203",1
"17129","A682020",2
"17130","A717497",5
"17131","A666611",12
"17132","A715125",2
"17133","A720626",5
"17134","A686924",0
"17135","A696325",6
"17136","A682561",0
"17137","A664368",0
"17138","A715037",1
"17139","A690079",0
"17140","A671747",0
"17141","A474539",11
"17142","A675355",2
"17143","A679215",0
"17144","A666121",1
"17145","A688437",14
"17146","A707770",5
"17147","A669151",0
"17148","A703395",0
"17149","A685144",3
"17150","A638828",13
"17151","A696411",0
"17152","A641486",2
"17153","A717390",10
"17154","A673079",1
"17155","A685076",0
"17156","A667434",2
"17157","A669470",0
"17158","A711535",1
"17159","A693505",0
"17160","A694015",1
"17161","A677565",17
"17162","A664267",0
"17163","A704440",8
"17164","A704588",0
"17165","A712501",0
"17166","A715896",3
"17167","A672766",0
"17168","A698127",5
"17169","A683327",3
"17170","A704474",0
"17171","A707779",1
"17172","A697079",2
"17173","A708845",7
"17174","A703621",5
"17175","A680185",1
"17176","A499156",8
"17177","A664224",1
"17178","A711656",0
"17179","A704547",0
"17180","A687333",0
"17181","A670032",6
"17182","A718651",1
"17183","A702675",0
"17184","A691709",0
"17185","A688775",5
"17186","A440082",12
"17187","A705194",0
"17188","A700012",0
"17189","A692122",0
"17190","A681088",4
"17191","A690933",0
"17192","A666358",1
"17193","A670349",2
"17194","A674463",0
"17195","A663201",2
"17196","A686584",7
"17197","A363653",10
"17198","A710169",0
"17199","A632902",5
"17200","A672277",1
"17201","A664299",0
"17202","A664172",15
"17203","A695619",2
"17204","A702916",0
"17205","A697903",0
"17206","A692422",10
"17207","A691609",0
"17208","A699759",4
"17209","A134067",16
"17210","A720078",5
"17211","A704373",11
"17212","A713455",0
"17213","A675625",2
"17214","A708670",0
"17215","A680374",1
"17216","A680363",5
"17217","A709353",8
"17218","A680565",0
"17219","A674118",0
"17220","A666591",0
"17221","A712392",0
"17222","A702090",0
"17223","A676234",3
"17224","A682651",2
"17225","A667990",2
"17226","A705454",0
"17227","A711985",0
"17228","A680871",0
"17229","A676341",0
"17230","A714347",0
"17231","A665621",5
"17232","A691580",0
"17233","A691203",0
"17234","A689083",1
"17235","A715611",1
"17236","A716374",0
"17237","A686951",2
"17238","A697014",1
"17239","A710743",6
"17240","A684833",2
"17241","A694571",1
"17242","A707248",0
"17243","A689568",3
"17244","A625274",4
"17245","A714891",0
"17246","A687923",1
"17247","A695821",0
"17248","A663801",3
"17249","A705362",1
"17250","A712050",1
"17251","A698837",0
"17252","A697573",1
"17253","A706834",0
"17254","A693403",1
"17255","A705643",0
"17256","A719772",2
"17257","A684613",2
"17258","A663618",0
"17259","A703310",2
"17260","A696454",11
"17261","A703800",0
"17262","A690067",0
"17263","A680550",0
"17264","A677495",3
"17265","A698595",2
"17266","A705476",1
"17267","A675956",4
"17268","A699758",5
"17269","A686765",0
"17270","A693875",4
"17271","A699888",4
"17272","A711896",0
"17273","A680096",0
"17274","A696157",0
"17275","A685050",0
"17276","A676823",0
"17277","A689561",0
"17278","A694360",1
"17279","A698482",1
"17280","A688260",2
"17281","A684837",10
"17282","A704951",0
"17283","A667244",1
"17284","A702790",0
"17285","A709513",0
"17286","A711401",0
"17287","A715638",0
"17288","A705747",0
"17289","A701421",4
"17290","A688832",1
"17291","A713677",2
"17292","A713692",0
"17293","A696231",0
"17294","A378353",10
"17295","A716264",8
"17296","A691100",1
"17297","A665207",0
"17298","A671627",5
"17299","A664626",2
"17300","A681562",0
"17301","A692544",7
"17302","A664602",2
"17303","A710935",12
"17304","A667593",0
"17305","A720380",14
"17306","A681935",0
"17307","A679846",1
"17308","A682121",0
"17309","A681498",2
"17310","A680311",0
"17311","A713713",9
"17312","A674181",2
"17313","A718561",7
"17314","A676241",0
"17315","A681987",0
"17316","A706423",3
"17317","A685124",5
"17318","A673743",1
"17319","A718939",0
"17320","A672465",1
"17321","A716591",2
"17322","A673605",1
"17323","A710054",0
"17324","A678677",0
"17325","A709607",0
"17326","A710308",3
"17327","A711273",0
"17328","A677259",13
"17329","A705468",0
"17330","A711734",0
"17331","A691146",8
"17332","A717011",1
"17333","A664781",0
"17334","A704033",0
"17335","A681287",0
"17336","A708029",0
"17337","A678861",0
"17338","A672998",5
"17339","A661814",4
"17340","A700522",1
"17341","A700305",5
"17342","A668646",0
"17343","A700890",3
"17344","A711470",1
"17345","A686972",0
"17346","A669393",4
"17347","A650104",3
"17348","A679464",1
"17349","A718046",10
"17350","A710892",2
"17351","A696324",3
"17352","A643842",12
"17353","A697363",5
"17354","A712271",0
"17355","A681027",4
"17356","A717471",0
"17357","A701882",1
"17358","A685581",0
"17359","A686829",0
"17360","A706497",0
"17361","A682557",0
"17362","A696415",0
"17363","A686129",1
"17364","A717435",2
"17365","A703990",0
"17366","A692925",4
"17367","A679963",0
"17368","A704090",0
"17369","A694567",0
"17370","A703871",0
"17371","A715053",1
"17372","A687694",1
"17373","A684950",0
"17374","A611931",4
"17375","A698535",0
"17376","A659115",4
"17377","A665355",0
"17378","A662975",4
"17379","A691211",10
"17380","A703576",0
"17381","A696580",3
"17382","A674299",3
"17383","A665155",2
"17384","A705277",0
"17385","A695010",0
"17386","A670672",4
"17387","A649059",1
"17388","A701352",1
"17389","A711209",0
"17390","A703700",15
"17391","A708969",1
"17392","A703889",5
"17393","A711430",5
"17394","A692846",0
"17395","A699338",1
"17396","A692058",1
"17397","A679175",0
"17398","A680066",3
"17399","A716695",0
"17400","A675365",0
"17401","A704335",0
"17402","A703111",0
"17403","A657927",1
"17404","A705170",0
"17405","A670291",1
"17406","A684839",1
"17407","A693674",1
"17408","A625940",8
"17409","A700173",1
"17410","A717405",1
"17411","A703492",0
"17412","A710859",0
"17413","A709392",0
"17414","A698268",3
"17415","A671052",2
"17416","A708765",1
"17417","A716497",0
"17418","A576316",5
"17419","A707303",1
"17420","A669569",2
"17421","A667292",0
"17422","A661152",3
"17423","A712267",1
"17424","A689373",0
"17425","A714456",0
"17426","A719534",1
"17427","A684865",0
"17428","A681307",6
"17429","A711071",0
"17430","A670730",0
"17431","A676128",1
"17432","A687389",0
"17433","A640511",3
"17434","A704965",0
"17435","A658071",3
"17436","A673478",2
"17437","A665099",0
"17438","A715721",0
"17439","A669644",0
"17440","A689226",2
"17441","A710609",0
"17442","A704276",2
"17443","A698514",2
"17444","A719125",1
"17445","A664576",0
"17446","A681928",1
"17447","A677599",0
"17448","A693299",0
"17449","A700690",0
"17450","A670442",0
"17451","A675879",2
"17452","A699614",0
"17453","A680467",7
"17454","A706305",0
"17455","A599639",7
"17456","A701947",1
"17457","A680902",10
"17458","A668615",0
"17459","A705744",0
"17460","A711036",1
"17461","A676627",2
"17462","A695455",2
"17463","A696989",5
"17464","A687385",1
"17465","A720782",NA
"17466","A700340",0
"17467","A666785",0
"17468","A710515",2
"17469","A679233",0
"17470","A690453",0
"17471","A719323",2
"17472","A662471",4
"17473","A679841",5
"17474","A702872",1
"17475","A690437",5
"17476","A699266",0
"17477","A669607",1
"17478","A710387",0
"17479","A704870",7
"17480","A711940",1
"17481","A665274",1
"17482","A694479",0
"17483","A716834",0
"17484","A667876",12
"17485","A679549",0
"17486","A666003",2
"17487","A693149",0
"17488","A699593",1
"17489","A676529",1
"17490","A675687",1
"17491","A678416",12
"17492","A689531",2
"17493","A699165",1
"17494","A666361",0
"17495","A709109",0
"17496","A689966",3
"17497","A680462",2
"17498","A716950",1
"17499","A686090",0
"17500","A697356",1
"17501","A671758",1
"17502","A547838",9
"17503","A716663",0
"17504","A712912",0
"17505","A664690",0
"17506","A676229",0
"17507","A710664",7
"17508","A701103",5
"17509","A694407",1
"17510","A678632",0
"17511","A717535",1
"17512","A715073",3
"17513","A689394",0
"17514","A702694",0
"17515","A675830",7
"17516","A674473",5
"17517","A677441",0
"17518","A687256",1
"17519","A702991",0
"17520","A683938",1
"17521","A666067",2
"17522","A675177",1
"17523","A677220",0
"17524","A681423",0
"17525","A671431",1
"17526","A710598",0
"17527","A712114",8
"17528","A682882",1
"17529","A631433",7
"17530","A690821",1
"17531","A705720",0
"17532","A670114",2
"17533","A665196",0
"17534","A677916",1
"17535","A690995",0
"17536","A703420",0
"17537","A702907",0
"17538","A688110",0
"17539","A696917",1
"17540","A716377",0
"17541","A685364",0
"17542","A670529",3
"17543","A689053",1
"17544","A696536",4
"17545","A718671",5
"17546","A694692",1
"17547","A669539",1
"17548","A707650",2
"17549","A679210",0
"17550","A670035",2
"17551","A709189",0
"17552","A672332",0
"17553","A707819",0
"17554","A684742",1
"17555","A710668",0
"17556","A710296",3
"17557","A700986",0
"17558","A705420",0
"17559","A704602",1
"17560","A677533",0
"17561","A687263",0
"17562","A708245",0
"17563","A670706",0
"17564","A662921",0
"17565","A699828",0
"17566","A712518",0
"17567","A715464",5
"17568","A707952",1
"17569","A696956",3
"17570","A683761",0
"17571","A695325",13
"17572","A690536",0
"17573","A675540",2
"17574","A675465",0
"17575","A629636",2
"17576","A718815",1
"17577","A683054",0
"17578","A682165",2
"17579","A682768",1
"17580","A691398",1
"17581","A681123",3
"17582","A662943",0
"17583","A684682",0
"17584","A683709",0
"17585","A719273",0
"17586","A714101",0
"17587","A665396",0
"17588","A678744",0
"17589","A667919",0
"17590","A679191",0
"17591","A714785",0
"17592","A708510",0
"17593","A713448",4
"17594","A677502",2
"17595","A698692",2
"17596","A686560",0
"17597","A663378",1
"17598","A685142",4
"17599","A665854",0
"17600","A706911",0
"17601","A715590",2
"17602","A669113",2
"17603","A672167",0
"17604","A720878",0
"17605","A710583",0
"17606","A697049",1
"17607","A672988",0
"17608","A668632",3
"17609","A684170",0
"17610","A679313",3
"17611","A699155",0
"17612","A699912",1
"17613","A706210",2
"17614","A688933",1
"17615","A720548",1
"17616","A681227",3
"17617","A683221",1
"17618","A707001",2
"17619","A717971",0
"17620","A674677",4
"17621","A710000",0
"17622","A667320",0
"17623","A677858",0
"17624","A711766",0
"17625","A643282",4
"17626","A668759",11
"17627","A664049",1
"17628","A675493",1
"17629","A708122",10
"17630","A710890",3
"17631","A691886",2
"17632","A686901",1
"17633","A712654",4
"17634","A502125",7
"17635","A668787",1
"17636","A663979",0
"17637","A667499",0
"17638","A710670",0
"17639","A671122",0
"17640","A683233",1
"17641","A681701",0
"17642","A703742",0
"17643","A712797",0
"17644","A700275",2
"17645","A682130",0
"17646","A688456",0
"17647","A670383",3
"17648","A716199",0
"17649","A669996",0
"17650","A710209",2
"17651","A690250",0
"17652","A616295",6
"17653","A719914",2
"17654","A715835",0
"17655","A697694",0
"17656","A717502",2
"17657","A666887",0
"17658","A699807",2
"17659","A685793",3
"17660","A677634",0
"17661","A670122",0
"17662","A689157",0
"17663","A712480",4
"17664","A686974",0
"17665","A719118",0
"17666","A699373",2
"17667","A691208",0
"17668","A708856",1
"17669","A714306",0
"17670","A704917",0
"17671","A672258",3
"17672","A718221",1
"17673","A696117",1
"17674","A693856",1
"17675","A720166",3
"17676","A714759",2
"17677","A695052",1
"17678","A678154",0
"17679","A673816",0
"17680","A683514",0
"17681","A712947",6
"17682","A684970",0
"17683","A689838",0
"17684","A717072",3
"17685","A703322",6
"17686","A700874",0
"17687","A669544",0
"17688","A703327",2
"17689","A713967",0
"17690","A703771",0
"17691","A703701",0
"17692","A682332",1
"17693","A669538",0
"17694","A662923",0
"17695","A710288",0
"17696","A697369",2
"17697","A664273",1
"17698","A705780",0
"17699","A679729",0
"17700","A664586",0
"17701","A660881",0
"17702","A695407",0
"17703","A670618",16
"17704","A678192",1
"17705","A695055",1
"17706","A704088",0
"17707","A686217",5
"17708","A713819",0
"17709","A686881",0
"17710","A711602",3
"17711","A684016",4
"17712","A687748",0
"17713","A684279",0
"17714","A687827",0
"17715","A655144",0
"17716","A665689",5
"17717","A691563",0
"17718","A686496",0
"17719","A673638",6
"17720","A676985",0
"17721","A695860",5
"17722","A681425",5
"17723","A703446",10
"17724","A656094",1
"17725","A679565",1
"17726","A718017",0
"17727","A687146",0
"17728","A698449",1
"17729","A700563",0
"17730","A684452",1
"17731","A639613",4
"17732","A707705",5
"17733","A666700",2
"17734","A713827",0
"17735","A669456",8
"17736","A688005",0
"17737","A673859",0
"17738","A715160",2
"17739","A575017",16
"17740","A681546",0
"17741","A698363",5
"17742","A685117",3
"17743","A705126",2
"17744","A685381",0
"17745","A701308",0
"17746","A702094",0
"17747","A677467",0
"17748","A689975",4
"17749","A700419",10
"17750","A673052",1
"17751","A702520",0
"17752","A690738",0
"17753","A719072",0
"17754","A698192",1
"17755","A690315",4
"17756","A690851",0
"17757","A665103",2
"17758","A704430",0
"17759","A671362",5
"17760","A680698",0
"17761","A716019",12
"17762","A671339",2
"17763","A699749",10
"17764","A701252",4
"17765","A382192",11
"17766","A682443",0
"17767","A677698",0
"17768","A702725",0
"17769","A663288",4
"17770","A693930",8
"17771","A705352",0
"17772","A665937",2
"17773","A717025",0
"17774","A664951",0
"17775","A702926",1
"17776","A611805",2
"17777","A689828",2
"17778","A715340",0
"17779","A712255",3
"17780","A704039",0
"17781","A698434",3
"17782","A693395",0
"17783","A718097",0
"17784","A665967",4
"17785","A682045",9
"17786","A661584",0
"17787","A656272",0
"17788","A668636",3
"17789","A520195",5
"17790","A702213",1
"17791","A669648",2
"17792","A337686",11
"17793","A687156",0
"17794","A677032",0
"17795","A703569",0
"17796","A657431",5
"17797","A670819",2
"17798","A700115",1
"17799","A674955",0
"17800","A672207",1
"17801","A713003",0
"17802","A703393",1
"17803","A667888",0
"17804","A545127",6
"17805","A667928",0
"17806","A675105",5
"17807","A695816",1
"17808","A691561",3
"17809","A710260",0
"17810","A712543",0
"17811","A690134",0
"17812","A713272",0
"17813","A667842",2
"17814","A702371",2
"17815","A675186",0
"17816","A666978",1
"17817","A684180",0
"17818","A717449",0
"17819","A720788",1
"17820","A667426",8
"17821","A718575",2
"17822","A667549",8
"17823","A704802",0
"17824","A690652",0
"17825","A685964",0
"17826","A719217",1
"17827","A699154",3
"17828","A700396",3
"17829","A718783",0
"17830","A716936",2
"17831","A667923",0
"17832","A708869",0
"17833","A717697",0
"17834","A714655",2
"17835","A704505",3
"17836","A691826",11
"17837","A665928",0
"17838","A668048",0
"17839","A694170",1
"17840","A712641",2
"17841","A712703",3
"17842","A701980",1
"17843","A680136",0
"17844","A717097",1
"17845","A667197",0
"17846","A699784",5
"17847","A717472",0
"17848","A670310",0
"17849","A608349",8
"17850","A702750",0
"17851","A718637",2
"17852","A697344",1
"17853","A688221",0
"17854","A692149",0
"17855","A718976",10
"17856","A680816",0
"17857","A684479",0
"17858","A387965",10
"17859","A683186",0
"17860","A662486",0
"17861","A698252",0
"17862","A704635",0
"17863","A684183",0
"17864","A689837",0
"17865","A696202",3
"17866","A703479",2
"17867","A671829",1
"17868","A383036",14
"17869","A703229",1
"17870","A704324",12
"17871","A711623",3
